,base_name,max_slice,max_slice_final,gfp_mean,gfp_median,gfp_loQ,gfp_hiQ,otsu_threshold,mean_blob,min_blob,max_blob,bf_loQ,bf_hiQ
17,1116_HS_006,7,7,189.45028086997783,185.0,171.0,1230.0,1005,1849.5559518502007,921.0,3303.0,108.0,429.0
18,1116_HS_017,13,13,189.95884554093323,186.0,172.0,999.0,892,1597.0730174081239,808.0,2554.0,107.0,445.0
19,1116_HS_010,12,12,191.0822021025094,185.0,171.0,1626.0,1376,2567.5310129406516,1266.0,4230.0,107.0,441.0
20,1116_HS_019,5,10,189.85521470202903,186.0,171.0,764.0,954,1725.311737804878,898.0,2551.0,105.0,445.9696999997832
21,1116_HS_022,11,11,188.77519693966676,184.0,171.0,1151.0,1258,2332.2341920374706,1199.0,3634.0,107.0,429.0
22,1116_nHS_015,8,8,187.3572386875168,185.0,171.0,434.0,778,1373.439406430338,723.0,2454.0,111.0,395.9696999997832
23,1116_nHS_012,7,7,188.10738959411114,185.0,172.0,566.8485000003129,1035,1886.3360964581764,936.0,3426.0,109.0,445.0
24,1116_nHS_027,12,12,186.1384548319504,183.0,169.0,874.0,1050,1924.1519810762861,996.0,4258.0,107.0,408.0
25,1116_nHS_020,7,7,188.72498021155266,185.0,171.0,751.6970000006258,1320,2458.982602644398,1280.0,4426.0,106.0,481.0
26,1116_nHS_029,7,7,187.6135791264949,183.0,169.0,791.8485000003129,1882,3585.176571920758,1833.0,6441.0,108.0,525.0
27,1116_nHS_003,10,10,187.77017266863746,185.0,171.0,465.5455000009388,1032,1882.5860128617364,957.0,2942.0,108.0,468.0
28,1116_nHS_004,6,6,187.02850822401572,184.0,170.0,709.8485000003129,629,1074.179236043095,607.0,1799.0,111.0,440.0
29,1116_nHS_028,0,10,187.15317229281442,184.0,170.0,545.0,648,1114.4394865525671,602.0,2112.0,110.0,436.0
30,1116_nHS_021,8,8,199.30587848108706,196.0,177.0,524.6970000006258,1034,1873.9689288634506,976.0,3717.0,110.0,474.0
31,1116_nHS_026,5,10,190.3691658198401,187.0,172.0,524.0,1063,1941.2162436548224,1045.0,3188.0,107.0,495.0
32,1116_nHS_013,6,6,192.4342960561677,188.0,172.0,532.0,1097,2007.5835351089588,1091.0,3893.0,105.0,658.0
33,1116_nHS_014,6,6,188.7515883247111,186.0,172.0,418.0,1062,1942.5138613861386,1004.0,3131.0,106.0,517.0
34,1116_nHS_005,4,10,187.31635192362603,185.0,170.0,517.0,836,1489.4511930585684,774.0,2569.0,108.0,435.0
35,1116_nHS_002,11,11,184.69119288119794,183.0,170.0,515.0,781,1380.3570536828963,728.0,2142.0,111.0,424.0
36,1116_nHS_030,7,7,188.8211620385145,186.0,172.0,465.0,1123,2067.313647246608,1093.0,3845.0,108.0,468.9696999997832
37,1116_nHS_008,7,7,188.00780200214996,184.0,170.0,412.0,963,1748.6625357483317,963.0,2783.0,107.0,494.0
38,1116_nHS_001,11,11,189.98466027907486,187.0,172.0,811.8485000003129,744,1301.6130604288498,646.0,2360.0,107.0,451.0
39,1116_nHS_006,4,10,193.2440891855348,188.0,172.0,808.0,951,1587.8818785493713,917.5,2412.5,105.0,519.0
40,1116_nHS_025,7,7,186.87596737688122,184.0,170.0,624.0,901,1627.9522613065326,895.0,2697.0,108.0,530.0
41,1116_nHS_022,11,11,188.8907341776404,185.0,171.0,448.0,1211,2236.9858156028367,1204.0,3772.0,108.0,652.0
42,1116_nHS_017,7,7,186.8918521986697,184.0,170.0,970.8485000003129,995,1625.142681030769,938.0,2834.0,110.0,454.0
43,1116_nHS_010,10,10,186.67029271155266,184.0,170.0,456.0,762,1341.1283095723015,705.0,2024.0,108.0,474.0
44,1116_nHS_019,5,10,187.92028851241267,185.0,170.0,511.0,1286,2389.7107843137255,1286.0,3577.0,107.0,446.0
45,1116_nHS_007,7,7,193.10057491475746,188.0,171.0,998.8485000003129,835,1480.0522727272728,772.0,2841.0,106.0,600.0
46,1116_nHS_009,6,6,186.60101713669042,185.0,171.0,807.0,744,1304.5746157659892,667.0,2333.0,108.0,783.0
47,1116_nHS_018,11,11,187.9283702822662,185.0,170.0,687.0,721,1165.7971707644751,674.0,1963.5,106.0,470.0
48,1116_nHS_011,0,10,189.15442468632423,186.0,172.0,539.0,722,1259.1114551083592,685.0,1880.0,112.0,394.9696999997832
49,1116_nHS_016,10,10,187.34760717255105,185.0,171.0,652.3940000012517,799,1415.491640866873,744.0,2657.0,107.0,499.0
50,1116_nHS_023,8,8,186.94385828532316,184.0,169.0,800.0,1328,2474.6963021243114,1328.0,4268.0,109.0,462.0
51,1116_nHS_024,0,10,187.4907771138471,184.0,170.0,656.0,1030,1881.514406779661,935.0,3261.0,107.0,451.0
