,label,area,intensity_mean,intensity_max,intensity_min,base_name
0,3,3105.0,1321.4499194847021,2345.0,682.0,1241_HS_005
0,1,1046.0,1970.9302103250477,2781.0,1052.0,1241_HS_002
0,1,2640.0,1633.9219696969697,2878.0,785.0,1241_HS_003
0,1,1677.0,1816.2182468694098,2789.0,913.0,1241_HS_004
0,3,3154.0,964.8161065313888,1791.0,514.0,1241_HS_011
0,1,1695.0,1637.877286135693,2712.0,803.0,1241_HS_007
0,2,2270.0,894.1176211453744,1383.0,523.0,1241_HS_009
1,3,1305.0,1189.0835249042145,1816.0,514.0,1241_HS_009
0,1,2349.0,1612.4082588335461,2721.0,813.0,1241_HS_010
0,2,2424.0,1345.9059405940593,2048.0,676.0,1241_HS_008
0,1,3090.0,1826.2692556634304,3313.0,872.0,1241_HS_001
1,3,1107.0,1461.2429990966577,2211.0,894.0,1241_HS_001
0,2,2976.0,1235.893817204301,2156.0,643.0,1241_HS_006
0,1,1409.0,1683.0752306600425,2851.0,859.0,1182_nHS_015
0,1,1638.0,1977.9126984126983,3861.0,1034.0,1182_nHS_012
0,1,1843.0,1454.939772110689,2710.0,727.0,1182_nHS_003
0,1,1384.0,1908.0643063583816,3272.0,821.0,1182_nHS_004
1,2,888.0,1179.2387387387387,1806.0,796.0,1182_nHS_004
0,1,1277.0,1199.5661707126076,1746.0,638.0,1182_nHS_013
0,1,1728.0,1454.0572916666667,2701.0,774.0,1182_nHS_014
0,1,1611.0,1838.6685288640597,2975.0,910.0,1182_nHS_005
0,1,1137.0,2089.575197889182,3533.0,1089.0,1182_nHS_002
0,1,1610.0,1580.2826086956522,2750.0,813.0,1182_nHS_001
0,1,1440.0,1673.2909722222223,3006.0,906.0,1182_nHS_006
0,1,1065.0,1579.7633802816902,2565.0,765.0,1182_nHS_008
1,2,848.0,1183.621462264151,1657.0,728.0,1182_nHS_008
0,1,1745.0,1977.6183381088824,3881.0,1011.0,1182_nHS_017
0,1,2296.0,1303.8588850174217,2286.0,655.0,1182_nHS_010
0,1,1116.0,1883.2114695340501,2920.0,1009.0,1182_nHS_009
0,1,1591.0,1878.1822752985543,3533.0,958.0,1182_nHS_007
0,1,1146.0,1815.8315881326353,3065.0,941.0,1182_nHS_011
0,1,1104.0,1792.2128623188405,2762.0,932.0,1182_nHS_016
0,1,1291.0,2393.753679318358,3700.0,1246.0,1182_HS_011
0,1,2551.0,1857.1846334770678,3381.0,837.0,1182_HS_016
1,2,981.0,1093.3200815494392,1348.0,849.0,1182_HS_016
0,1,1998.0,1939.8253253253254,4135.0,997.0,1182_HS_018
0,1,2930.0,2039.0744027303754,3363.0,976.0,1182_HS_009
0,1,1638.0,1861.491452991453,2877.0,958.0,1182_HS_007
0,1,1471.0,2139.9857239972807,3872.0,1089.0,1182_HS_019
0,1,2816.0,2157.524502840909,4007.0,1066.0,1182_HS_017
0,6,4262.0,1081.311356170812,1886.0,570.0,1182_HS_010
0,3,1148.0,2897.3353658536585,5105.0,1347.0,1182_HS_022
0,1,3253.0,1635.8791884414386,3209.0,820.0,1182_HS_001
0,1,2222.0,1987.6323132313232,3308.0,987.0,1182_HS_006
0,1,2755.0,1512.7793103448275,2390.0,766.0,1182_HS_008
0,1,3342.0,1658.8839018551766,2739.0,821.0,1182_HS_005
0,1,2595.0,1649.5842003853566,3295.0,819.0,1182_HS_002
0,3,2720.0,1750.7860294117647,3069.0,904.0,1182_HS_013
0,3,4875.0,1177.9942564102564,2249.0,602.0,1182_HS_014
0,1,1604.0,2536.478802992519,4235.0,1118.0,1182_HS_021
1,2,918.0,1776.9281045751634,2453.0,1151.0,1182_HS_021
0,1,3213.0,1627.4531590413944,2755.0,858.0,1182_HS_003
0,1,2663.0,1886.2215546376267,2988.0,942.0,1182_HS_004
0,1,1504.0,2661.2340425531916,5565.0,1353.0,1182_HS_020
0,1,2815.0,2193.1271758436947,4285.0,1088.0,1182_HS_015
0,1,1578.0,1899.5817490494296,2647.0,959.0,1182_HS_012
0,1,2602.0,1261.2417371252882,1993.0,630.0,1116_HS_013
0,1,1271.0,2317.725413060582,3273.0,1165.0,1116_HS_014
0,1,2214.0,2223.0889792231255,3609.0,1135.0,1116_HS_021
0,1,2153.0,1566.9447282861124,2967.0,836.0,1116_HS_005
0,1,1645.0,2129.345288753799,3468.0,1093.0,1116_HS_002
0,2,1676.0,2324.0340095465394,3777.0,1128.0,1116_HS_020
0,2,2891.0,1554.501210653753,2706.0,784.0,1116_HS_015
0,1,1926.0,2103.4667705088264,4020.0,1095.0,1116_HS_012
0,2,2503.0,1649.2740711146623,3030.0,836.0,1116_HS_003
0,1,2318.0,2312.1354616048316,4384.0,1179.0,1116_HS_004
0,1,1470.0,1815.2204081632653,2596.0,952.0,1116_HS_007
0,1,1439.0,2383.428769979152,3783.0,1227.0,1116_HS_009
0,1,2301.0,1694.457627118644,3047.0,886.0,1116_HS_018
0,1,1722.0,1757.9947735191638,3008.0,840.0,1116_HS_011
0,2,1730.0,1992.2462427745666,3262.0,979.0,1116_HS_016
0,2,2463.0,1525.979293544458,2701.0,776.0,1116_HS_008
0,1,1045.0,2163.157894736842,3488.0,1134.0,1116_HS_001
0,3,2243.0,1849.5559518502007,3303.0,921.0,1116_HS_006
0,1,2068.0,1597.0730174081239,2554.0,808.0,1116_HS_017
0,1,2241.0,2567.5310129406516,4230.0,1266.0,1116_HS_010
0,2,1312.0,1725.311737804878,2551.0,898.0,1116_HS_019
0,1,1708.0,2332.2341920374706,3634.0,1199.0,1116_HS_022
0,2,1480.0,1466.5101351351352,2453.0,775.0,1218_HS_025
0,1,1347.0,1124.0289532293987,1869.0,604.0,1218_HS_022
0,1,900.0,1223.4588888888889,1739.0,673.0,1218_HS_017
1,2,757.0,1396.6169088507265,2228.0,726.0,1218_HS_017
0,1,3077.0,1267.5196620084498,2168.0,666.0,1218_HS_010
0,2,3067.0,1283.1552005216824,2183.0,645.0,1218_HS_019
0,1,2579.0,2141.4951531601396,3834.0,1050.0,1218_HS_008
0,10,3128.0,805.087915601023,1270.0,432.0,1218_HS_001
0,1,2591.0,1340.2659204940178,2234.0,714.0,1218_HS_006
0,1,1166.0,1232.1012006861063,1910.0,685.0,1218_HS_018
0,24,611.0,337.2307692307692,599.0,199.0,1218_HS_011
1,104,590.0,277.1576271186441,387.0,203.0,1218_HS_011
2,145,517.0,275.174081237911,420.0,203.0,1218_HS_011
3,196,698.0,309.69627507163324,555.0,201.0,1218_HS_011
4,454,655.0,288.19847328244276,438.0,214.0,1218_HS_011
5,465,791.0,281.0265486725664,407.0,209.0,1218_HS_011
