,blind_key,base_name,max_slice,max_slice_final,gfp_mean,gfp_median,gfp_loQ,gfp_hiQ,otsu_threshold,mean_blob,min_blob,max_blob,bf_loQ,bf_hiQ,worm_num,moved,remove_slices
20,image137,1182_nHS_007,11,11,183.56840792755645,181.0,161.0,597.8485000003129,598,1012.8788083553316,582.0,1536.5,95.0,226.9696999997832,1,0,-1
21,image181,1116_HS_014,15,15,194.10241335074576,188.0,165.0,1156.0,979,1766.9899299474605,879.0,2955.0,93.0,227.0,1,0,-1
22,image144,1116_HS_013,10,10,191.20581323694907,187.0,164.0,1042.848500000313,752,1315.832129963899,679.0,2437.0,92.0,241.0,1,0,-1
23,image086,1116_HS_002,9,9,188.07228793293135,184.0,163.0,844.8485000003129,711,1238.7881295831962,668.0,1889.0,94.0,219.0,1,0,-1
24,image024,1116_HS_005,13,13,191.07784890654395,187.0,164.0,890.8485000003129,726,1264.5825242718447,635.0,2096.0,92.0,230.0,1,0,-1
25,image170,1116_HS_020,8,8,188.9683245746271,184.0,163.0,680.8485000003129,618,1064.6235849056604,545.0,1736.0,94.0,216.0,1,0,-1
26,image133,1116_HS_012,12,12,189.04479301389077,185.0,163.0,992.0,872,1566.2557269752222,729.0,2417.0,94.0,216.0,1,0,-1
27,image110,1116_HS_015,11,11,192.4727504682041,190.0,167.0,522.0,748,1306.2457813646367,652.0,2135.0,93.0,246.0,1,0,-1
28,image032,1116_HS_004,11,11,187.75524367609515,184.0,163.0,861.0,787,1389.521507974867,662.0,2438.0,93.0,219.0,1,0,-1
29,image152,1116_HS_003,11,11,187.89894979508196,185.0,163.0,596.0,713,1241.422207876049,659.0,2086.0,94.0,224.0,1,0,-1
30,image025,1116_HS_009,15,15,189.8214074257592,185.0,163.0,534.0,791,1397.4766949152543,762.0,2079.0,93.0,262.0,1,0,-1
31,image075,1116_HS_007,10,10,188.36069956622885,185.0,163.0,627.0,643,1092.4617901654515,613.5,1648.0,94.0,212.0,1,0,-1
32,image129,1116_HS_016,10,10,189.96698819831698,185.0,163.0,1215.0,882,1579.2088584803746,843.0,2631.0,94.0,227.0,1,0,-1
33,image083,1116_HS_011,15,15,191.70998140830758,187.0,165.0,974.0,780,1372.8967437874892,690.0,2392.0,93.0,216.0,1,0,-1
34,image007,1116_HS_018,10,10,192.43997093145325,188.0,163.0,1152.0,896,1602.9371308016878,837.0,2465.0,93.0,232.0,1,0,-1
35,image120,1116_HS_006,11,11,194.34815621010816,189.0,165.0,971.0,717,1244.0205696202531,658.0,2248.0,92.0,258.0,1,0,-1
36,image096,1116_HS_001,8,8,190.27301181218087,186.0,164.0,690.6970000006258,517,849.700469517832,480.0,1298.0,91.0,249.0,1,0,-1
37,image165,1116_HS_008,13,13,189.43241037985422,185.0,163.0,766.0,610,1033.9735755573906,542.0,1669.0,93.0,228.0,1,0,-1
38,image037,1116_HS_019,11,11,188.68024099914336,184.0,163.0,974.0,842,1499.0929203539822,770.0,2609.0,94.0,223.0,1,0,-1
39,image044,1116_HS_010,11,11,187.15822464559258,184.0,163.0,724.0,796,1411.1287128712872,754.0,2436.0,93.0,216.0,1,0,-1
40,image087,1116_HS_017,9,9,192.00831692169444,188.0,165.0,624.8485000003129,745,1299.1098412698414,695.0,2190.0,94.0,237.0,1,0,-1
41,image068,1218_HS_002,5,10,179.39458977551396,178.0,158.0,441.0,306,433.669907563494,267.0,640.5,94.0,215.9696999997832,1,0,-1
42,image151,1218_HS_005,12,12,182.49360838400295,180.0,160.0,531.8485000003129,488,757.336703797409,448.0,1203.5,94.0,208.0,1,0,-1
43,image005,1218_HS_014,11,11,183.76362069798105,181.0,160.0,865.0,687,1193.1754385964912,635.0,1910.0,93.0,212.0,1,0,-1
44,image115,1218_HS_013,11,11,183.36908183703977,181.0,160.0,642.8485000003129,609,1038.8022965551672,560.0,1718.0,93.0,211.0,1,0,-1
45,image026,1218_HS_021,10,10,184.8569917255946,182.0,161.0,805.0,557,932.5556511761331,474.0,1683.0,94.0,214.0,1,0,-1
46,image009,1218_HS_004,9,9,182.83252858564566,181.0,160.0,576.0,574,968.5434554973822,516.0,1435.0,94.0,213.0,1,0,-1
47,image053,1218_HS_003,12,12,185.65032868768475,183.0,161.0,719.0,553,923.5544848035582,463.0,1664.0,92.0,218.0,1,0,-1
48,image114,1218_HS_020,5,10,190.77345560879132,185.0,161.0,893.0,569,941.5715080139619,505.0,1507.5,92.0,228.0,1,0,-1
49,image067,1218_HS_012,8,8,183.45488785146802,181.0,160.0,745.8485000003129,533,885.8196051735874,460.0,1495.0,94.0,234.0,1,0,-1
50,image112,1218_HS_015,10,10,182.443744121204,180.0,160.0,626.0,623,1066.5341386554621,559.0,1649.0,94.0,211.0,1,0,-1
51,image027,1218_HS_024,8,8,181.85346917201358,179.0,159.0,542.0,486,793.0241362991009,414.0,1242.0,94.0,208.0,1,0,-1
52,image186,1218_HS_023,6,6,190.63757196276202,186.0,162.0,1035.0,637,1086.1111181593076,582.5,1831.0,94.0,251.0,1,0,-1
53,image156,1218_HS_016,6,6,189.34829110748117,185.0,161.0,548.0,588,990.6759976176295,517.0,1584.0,93.0,232.0,1,0,-1
54,image102,1218_HS_011,8,8,181.50394036801262,180.0,160.0,297.0,184,187.58383081254163,162.13333333333333,229.8,94.0,227.0,1,0,-1
55,image043,1218_HS_018,7,7,184.20503377158357,181.0,160.0,950.0,646,1112.3108016304348,583.0,1754.0,94.0,221.0,1,0,-1
56,image057,1218_HS_009,8,8,181.9883214042764,180.0,160.0,679.0,510,842.066478646253,451.0,1339.0,94.0,213.0,1,0,-1
57,image139,1218_HS_007,11,11,182.1306890473831,180.0,160.0,470.0,495,810.0957683741648,451.0,1199.0,94.0,207.0,1,0,-1
58,image209,1218_HS_019,6,6,192.041924213921,187.0,162.0,725.8485000003129,607,1024.227994847574,552.0,1716.0,93.0,281.0,1,0,-1
59,image184,1218_HS_010,8,8,184.39461680747783,181.0,160.0,948.8485000003129,595,1007.9765557163531,535.0,1553.0,94.0,211.0,1,0,-1
60,image164,1218_HS_017,10,10,183.28890529469564,180.0,160.0,677.0,570,958.418025751073,496.0,1701.0,93.0,216.0,1,0,-1
61,image074,1218_HS_022,8,8,185.0714599150094,182.0,161.0,554.0,433,684.9793329727581,384.5,1039.0,93.0,219.0,1,0,-1
62,image012,1218_HS_025,11,11,183.98452643148684,181.0,160.0,835.0,596,1011.7202308626975,529.0,1764.0,94.0,212.0,1,0,-1
63,image015,1218_HS_006,9,9,182.73486131290312,180.0,159.0,528.0,539,897.8450704225352,496.0,1449.0,94.0,211.0,1,0,-1
64,image010,1218_HS_001,9,9,181.4196213740426,179.0,159.0,612.8485000003129,372,566.6358617869556,330.0,945.0,96.0,220.0,1,0,-1
65,image034,1218_HS_008,11,11,184.20166054991938,181.0,160.0,654.8485000003129,636,1091.0511247443762,576.0,1784.0,93.0,217.0,1,0,-1
66,image101,1219_HS_015,9,9,185.8230101850141,180.0,160.0,1444.6970000006258,744,1340.4943419949707,670.0,2383.0,94.0,213.0,1,0,-1
67,image179,1219_HS_012,3,10,179.02005981674952,177.0,158.0,318.0,390,603.9235382308846,345.0,977.0,94.0,245.0,1,0,-1
68,image029,1219_HS_020,11,11,184.39186007205726,180.0,160.0,1253.848500000313,803,1426.417290886392,755.0,2706.0,94.0,206.0,1,0,-1
69,image163,1219_HS_003,12,12,187.45111098746978,182.0,160.0,1203.848500000313,752,1330.9794835129403,670.0,2098.5,92.0,215.0,1,0,-1
70,image103,1219_HS_004,12,12,189.59215747614888,185.0,161.0,934.8485000003129,901,1616.368609406953,820.0,2519.0,92.0,221.0,1,0,-1
71,image065,1219_HS_021,18,10,180.43553270290244,178.0,158.0,346.0,195,203.16737739872067,174.0,253.0,94.0,219.0,1,0,-1
72,image153,1219_HS_013,10,10,183.18311636026942,180.0,159.0,1030.848500000313,756,1264.0457003766355,660.5,1955.5,94.0,203.0,1,0,-1
73,image208,1219_HS_014,12,12,182.51611656182814,179.0,159.0,908.0,641,1122.1805262903886,564.5,1774.5,94.0,208.0,1,0,-1
74,image055,1219_HS_005,8,8,190.59420403201423,183.0,160.0,1448.848500000313,766,1297.646468183233,683.0,2148.0,93.0,240.0,1,0,-1
75,image095,1219_HS_002,11,11,183.0370616097823,180.0,159.0,882.8485000003129,642,1098.3123948537536,596.0,1632.5,92.0,211.0,1,0,-1
76,image045,1219_HS_001,12,12,185.375582368231,181.0,160.0,773.8485000003129,882,1581.7720986169572,820.0,2684.0,93.0,223.0,1,0,-1
77,image022,1219_HS_006,10,10,185.47394774800122,181.0,160.0,1180.848500000313,778,1372.7986478115054,705.5,2233.5,93.0,217.0,1,0,-1
78,image098,1219_HS_008,15,15,185.21241638462442,181.0,160.0,1301.848500000313,1097,2013.677652370203,1047.0,3390.0,94.0,211.0,1,0,-1
79,image159,1219_HS_019,10,10,186.9024445293604,180.0,159.0,1238.0,865,1513.891574868976,794.5,2385.5,93.0,218.0,1,0,-1
80,image119,1219_HS_017,7,7,190.7081030804891,184.0,162.0,747.0,816,1444.9241898148148,744.0,2227.0,93.0,226.0,1,0,-1
81,image145,1219_HS_010,10,10,190.62938468951558,184.0,161.0,1702.0,875,1556.9156348513557,792.5,2589.5,94.0,221.0,1,0,-1
82,image182,1219_HS_009,10,10,188.4707159848663,183.0,161.0,1437.0,742,1295.3097286612492,682.0,2091.0,94.0,215.0,1,0,-1
83,image021,1219_HS_007,6,6,188.68273161406543,182.0,161.0,1086.848500000313,595,1012.0214481013201,533.3333333333334,1696.3333333333333,93.0,229.0,1,0,-1
84,image041,1219_HS_011,8,8,184.10139033525934,180.0,159.0,1016.0,695,1209.3830929218384,626.0,2143.0,94.0,208.0,1,0,-1
85,image118,1219_HS_016,11,11,184.61904929370465,180.0,159.0,1294.0,986,1792.5156683855612,908.0,2825.0,94.0,210.0,1,0,-1
86,image050,1219_HS_018,10,10,185.38400374353333,180.0,159.0,1016.8485000003129,965,1747.6124497991968,894.0,2714.0,93.0,210.0,1,0,-1
87,image183,1182_HS_016,14,14,186.61760767644788,182.0,161.0,1367.0,955,1727.9533867443554,874.0,2966.0,94.0,208.0,1,0,-1
88,image202,1182_HS_011,10,10,187.90793018089894,183.0,161.0,1247.0,760,1337.0826180257511,653.0,2219.0,93.0,216.0,1,0,-1
89,image140,1182_HS_018,9,9,190.92672973075113,186.0,163.0,1012.0,753,1320.077837423313,669.0,2160.0,93.0,230.0,1,0,-1
90,image185,1182_HS_009,10,10,185.6272541508499,181.0,161.0,1147.848500000313,750,1318.8526984126984,667.0,2448.0,94.0,208.0,1,0,-1
91,image060,1182_HS_007,9,9,185.77158751637666,182.0,161.0,957.8485000003129,737,1292.2025413939161,670.0,2393.0,93.0,225.0,1,0,-1
92,image033,1182_HS_019,16,10,186.55300626931606,182.0,161.0,1036.0,668,1107.9484550554948,617.3333333333334,1744.6666666666667,93.0,213.0,1,0,-1
93,image052,1182_HS_010,10,10,186.0031824232397,182.0,161.0,1117.0,728,1268.0877507548616,653.5,2029.5,93.0,221.0,1,0,-1
94,image064,1182_HS_017,15,15,185.19526132298105,181.0,160.0,1151.0,679,1086.590909090909,593.5,1677.0,94.0,207.0,1,0,-1
95,image169,1182_HS_006,11,11,185.62116356070277,182.0,161.0,671.0,799,1417.6492734478204,733.0,2346.0,94.0,210.0,1,0,-1
96,image035,1182_HS_001,11,11,187.43306754526674,183.0,162.0,1308.0,770,1357.1255161023946,695.0,2186.0,94.0,221.0,1,0,-1
97,image206,1182_HS_008,5,10,187.05923700576122,183.0,162.0,1042.848500000313,769,1354.8751410304626,711.0,2372.0,93.0,216.0,1,0,-1
98,image036,1182_HS_002,12,12,186.11219262295083,182.0,161.0,1139.848500000313,746,1309.350269926961,683.0,2122.0,94.0,215.0,1,0,-1
99,image106,1182_HS_005,17,10,187.20408529083244,183.0,162.0,903.0,880,1582.1605764282037,813.0,2549.0,94.0,222.0,1,0,-1
100,image198,1182_HS_014,10,10,184.28740593926364,182.0,161.0,580.0,741,1305.0147750167898,678.0,2208.0,94.0,209.0,1,0,-1
101,image011,1182_HS_013,10,10,187.52776812558787,183.0,161.0,1373.848500000313,834,1503.297166968053,757.0,2614.0,94.0,212.0,1,0,-1
102,image088,1182_HS_004,10,10,184.9853043221748,181.0,161.0,1034.848500000313,897,1617.4089867033472,777.0,2911.0,94.0,210.0,1,0,-1
103,image004,1182_HS_003,13,13,186.4918232246036,182.0,161.0,1034.0,756,1331.2078324932145,665.0,2061.0,94.0,219.0,1,0,-1
104,image126,1182_HS_012,12,12,184.51337846009136,181.0,161.0,839.0,753,1326.2565157750344,648.0,2364.0,94.0,207.0,1,0,-1
105,image130,1182_HS_015,10,10,189.12052686609783,183.0,161.0,1297.0,865,1544.8296394310287,787.0,2562.0,94.0,212.0,1,0,-1
106,image150,1182_HS_020,12,12,186.15275552816783,182.0,161.0,1034.0,780,1377.2947295423023,722.0,2595.0,94.0,210.0,1,0,-1
107,image063,1219_nHS_017,10,10,184.82058229474603,182.0,161.0,910.8485000003129,790,1370.4737807187557,759.5,2174.0,92.0,221.0,1,0,-1
108,image020,1219_nHS_010,10,10,181.98593261849973,180.0,159.0,650.0,706,1230.3979657559307,682.0,1859.5,93.0,215.0,1,0,-1
109,image138,1219_nHS_019,13,13,189.2790457139378,187.0,164.0,472.0,808,1430.9650468883206,748.0,2169.0,90.0,257.0,1,0,-1
110,image107,1219_nHS_022,16,10,183.03093427716004,179.0,159.0,773.6970000006258,1163,2152.96834625323,1108.0,3211.0,94.0,217.0,1,0,-1
111,image040,1219_nHS_008,10,10,182.7594136845774,180.0,160.0,649.8485000003129,605,1027.7126640441502,558.0,1511.5,93.0,224.0,1,0,-1
112,image092,1219_nHS_001,17,10,189.2943801859379,185.0,162.0,574.0,787,1388.0591194968554,730.0,2067.0,93.0,240.0,1,0,-1
113,image056,1219_nHS_006,10,10,183.3020373177573,181.0,160.0,704.0,656,1133.3563091700644,618.0,1669.5,94.0,225.0,1,0,-1
114,image149,1219_nHS_018,10,10,186.0322940111865,184.0,162.0,735.0,630,1077.7648276256064,582.5,1830.5,92.0,226.0,1,0,-1
115,image189,1219_nHS_011,15,15,182.21856917453306,179.0,159.0,550.0,936,1693.5952045133993,897.0,2511.0,94.0,212.0,1,0,-1
116,image160,1219_nHS_016,14,14,185.67920512379064,183.0,162.0,612.0,714,1247.6017094017095,632.0,2295.0,92.0,218.0,1,0,-1
117,image148,1219_nHS_007,22,10,185.46984807511421,182.0,161.0,429.0,673,1165.0,660.0,1666.0,92.0,255.9696999997832,1,0,-1
118,image111,1219_nHS_009,8,8,183.28990469001948,180.0,159.0,777.8485000003129,742,1318.5211394738171,692.5,2036.5,94.0,226.0,1,0,-1
119,image085,1219_nHS_003,12,12,184.9353390175692,182.0,160.0,585.8485000003129,595,1011.5369091874668,532.0,1448.0,94.0,216.0,1,0,-1
120,image141,1219_nHS_004,9,9,184.60333558687182,182.0,161.0,923.0,706,1230.7444543997472,643.0,1932.0,92.0,226.0,1,0,-1
121,image046,1219_nHS_020,11,11,188.53528668578676,185.0,163.0,495.0,995,1807.0429397192404,938.0,2839.0,92.0,231.0,1,0,-1
122,image194,1219_nHS_015,3,10,182.9826570268409,180.0,159.0,488.0,644,1113.9433087950406,617.0,1618.5,94.0,222.0,1,0,-1
123,image097,1219_nHS_012,9,9,181.79989339433283,179.0,159.0,864.0,649,1124.1032596931304,605.5,1676.0,94.0,210.0,1,0,-1
124,image125,1219_nHS_005,10,10,184.6677383221916,182.0,161.0,735.0,970,1760.7205785667325,909.0,2811.0,93.0,223.9696999997832,1,0,-1
125,image048,1219_nHS_002,5,10,200.57689438952903,196.0,164.0,756.0,558,914.0336537786608,520.5,1375.5,92.0,246.9696999997832,1,0,-1
126,image061,1219_nHS_013,10,10,182.88445987511759,180.0,159.0,390.0,654,1133.664139499621,642.0,1780.0,93.0,227.0,1,0,-1
127,image002,1219_nHS_014,11,11,186.32186618180597,182.0,160.0,990.0,961,1723.1905431505688,947.0,2573.5,93.0,240.0,1,0,-1
128,image017,1219_nHS_021,12,12,182.22447421518072,180.0,159.0,682.0,779,1345.2859476370152,745.0,1944.5,94.0,212.0,1,0,-1
129,image124,1217_HS_010,13,13,186.22605939053682,182.0,161.0,969.0,904,1625.797350343474,830.0,2693.0,94.0,213.0,1,0,-1
130,image078,1217_HS_017,16,10,186.41140811861732,182.0,161.0,798.0,725,1267.1738106453133,636.0,2166.0,94.0,212.0,1,0,-1
131,image116,1217_HS_019,9,9,186.8033070327197,182.0,161.0,1002.0,808,1432.6214285714286,737.0,2260.0,94.0,228.0,1,0,-1
132,image091,1217_HS_008,7,7,193.45986908131215,188.0,163.0,1201.0,653,1126.1584108684287,581.0,1944.5,93.0,240.0,1,0,-1
133,image121,1217_HS_006,15,15,190.5341400581161,186.0,164.0,727.0,723,1259.0960125918152,686.0,1991.0,93.0,218.0,1,0,-1
134,image117,1217_HS_001,12,12,183.6339963950383,181.0,161.0,759.8485000003129,761,1341.163329820864,701.0,2232.0,94.0,208.0,1,0,-1
135,image154,1217_HS_018,11,11,187.79911025471984,183.0,161.0,1174.6970000006258,762,1419.6321905951595,665.0,2379.5,94.0,211.0,1,0,-1
136,image049,1217_HS_016,10,10,186.36729956454917,182.0,161.0,1138.0,703,1224.7704095848426,659.0,2021.0,94.0,207.0,1,0,-1
137,image051,1217_HS_011,12,12,189.2210978441615,184.0,161.0,1289.0,776,1335.4772811331964,692.5,2057.0,93.0,227.0,1,0,-1
138,image089,1217_HS_007,12,12,191.7529446469363,187.0,163.0,975.0,919,1651.162347188264,846.0,2778.0,94.0,227.0,1,0,-1
139,image205,1217_HS_009,9,9,184.49689263638805,181.0,161.0,888.8485000003129,678,1175.2153130287647,627.0,1736.0,94.0,213.0,1,0,-1
140,image104,1217_HS_004,16,10,184.9638532778487,181.0,161.0,664.0,746,1310.219366407651,693.0,1996.0,93.0,217.0,1,0,-1
141,image190,1217_HS_003,12,12,182.4348702885649,180.0,160.0,719.0,566,953.0569275847635,508.0,1391.0,94.0,207.0,1,0,-1
142,image000,1217_HS_020,11,11,189.8977876830825,184.0,162.0,1406.0,826,1465.7409356725145,731.0,2365.0,94.0,213.0,1,0,-1
143,image207,1217_HS_012,11,11,184.0188953427338,181.0,160.0,611.0,686,1193.0065671641792,636.0,1968.0,94.0,209.0,1,0,-1
144,image180,1217_HS_015,8,8,189.41068297962576,184.0,162.0,1163.848500000313,660,1138.4621370490486,573.5,1870.0,94.0,215.0,1,0,-1
145,image023,1217_HS_002,12,12,184.95959167562484,181.0,161.0,968.0,653,1123.8847362906042,596.0,1747.0,94.0,208.9696999997832,1,0,-1
146,image038,1217_HS_005,12,12,187.44087033475543,183.0,161.0,1116.0,869,1554.314099959366,819.0,2669.0,93.0,215.0,1,0,-1
147,image168,1217_HS_014,10,10,197.2229572758499,189.0,164.0,1736.0,820,1458.0334404623236,751.0,2468.5,93.0,220.0,1,0,-1
148,image199,1217_HS_013,12,12,186.1946327642099,182.0,161.0,891.0,791,1401.2131373449702,713.0,2361.0,93.0,218.0,1,0,-1
149,image143,1217_nHS_017,5,10,187.69832223360655,184.0,162.0,652.0,582,979.3698224852071,526.0,1495.0,92.0,220.0,1,0,-1
150,image167,1217_nHS_010,11,11,188.46731835570074,186.0,163.0,579.8485000003129,747,1309.370505789153,665.0,1997.0,93.0,207.0,1,0,-1
151,image008,1217_nHS_019,10,10,190.43632319101047,187.0,164.0,702.0,578,969.428940781135,539.0,1545.0,94.0,213.0,1,0,-1
152,image028,1217_nHS_008,10,10,191.84846957093188,187.0,164.0,1246.0,952,1683.1971668984702,901.5,2658.0,92.0,223.0,1,0,-1
153,image200,1217_nHS_001,12,12,192.23614519996306,189.0,164.0,953.0,793,1391.6058284803732,750.0,2073.5,92.0,225.0,1,0,-1
154,image099,1217_nHS_006,12,12,186.2881636215903,183.0,162.0,1125.0,911,1644.5797970479705,901.0,2613.0,94.0,212.0,1,0,-1
155,image100,1217_nHS_018,13,13,185.57619444537758,183.0,162.0,487.0,741,1299.5452660677263,661.0,1979.0,94.0,211.0,1,0,-1
156,image176,1217_nHS_011,5,10,185.23277775211636,183.0,163.0,746.0,572,962.3585726718886,529.0,1487.0,94.0,212.0,1,0,-1
157,image187,1217_nHS_016,10,10,184.27654433871942,182.0,162.0,401.8485000003129,808,1437.5604060913706,789.0,2130.0,94.0,207.0,1,0,-1
158,image134,1217_nHS_007,9,9,187.48249562239653,184.0,163.0,726.0,634,1083.5491796972758,576.0,1600.5,93.0,216.0,1,0,-1
159,image090,1217_nHS_009,8,8,191.31300862083447,186.0,163.0,596.0,509,851.8020237571492,459.0,1446.0,94.0,212.0,1,0,-1
160,image001,1217_nHS_003,10,10,184.85705628737236,182.0,161.0,641.8485000003129,758,1336.9547563805104,686.0,2063.0,94.0,207.0,1,0,-1
161,image171,1217_nHS_004,12,12,197.04396578330758,191.0,165.0,764.8485000003129,726,1258.9385560675883,639.0,1885.0,91.0,240.0,1,0,-1
162,image069,1217_nHS_015,9,9,187.7565430474839,184.0,163.0,672.0,561,927.6089303458195,499.5,1400.0,93.0,228.0,1,0,-1
163,image131,1217_nHS_012,10,10,193.05515937835932,189.0,165.0,733.0,880,1571.206779661017,768.0,2404.0,93.0,243.0,1,0,-1
164,image195,1217_nHS_020,12,12,191.27965931327265,187.0,163.0,995.8485000003129,756,1325.499788045782,694.0,2034.0,93.0,214.0,1,0,-1
165,image196,1217_nHS_005,10,10,195.0233598159097,191.0,164.0,746.0,636,1082.354075497129,589.5,1682.0,92.0,243.0,1,0,-1
166,image031,1217_nHS_002,13,13,185.47239564087275,182.0,161.0,959.0,868,1568.1828171828172,818.0,2176.0,94.0,213.0,1,0,-1
167,image093,1217_nHS_021,4,10,186.7206228164472,183.0,161.0,798.0,640,1096.1857327274445,579.5,1583.5,94.0,226.0,1,0,-1
168,image016,1217_nHS_013,10,10,187.68668799129938,185.0,164.0,649.8485000003129,611,1039.4613852512075,549.5,1577.5,94.0,229.0,1,0,-1
169,image054,1217_nHS_014,10,10,186.97819780259002,184.0,163.0,727.0,586,989.072,519.0,1474.0,94.0,224.9696999997832,1,0,-1
170,image191,1116_nHS_004,14,14,188.56121138890757,186.0,163.0,673.5455000009388,715,1247.1089430894308,690.0,1830.0,93.0,227.0,1,0,-1
171,image177,1116_nHS_003,11,11,186.2194827499328,183.0,162.0,930.0,645,1108.1799065420562,595.0,1684.0,94.0,225.0,1,0,-1
172,image014,1116_nHS_020,10,10,186.20243739082235,184.0,163.0,441.0,786,1394.8768171384852,738.0,2252.0,94.0,214.0,1,0,-1
173,image030,1116_nHS_012,14,14,184.79123660474335,182.0,162.0,473.0,690,1198.9729032258065,600.0,1824.0,94.0,212.0,1,0,-1
174,image062,1116_nHS_015,5,10,189.32745366248992,186.0,164.0,475.8485000003129,710,1238.4048257372654,653.0,2033.0,94.0,221.0,1,0,-1
175,image174,1116_nHS_002,14,14,186.57532522339426,184.0,163.0,581.0,631,1079.7356006582556,592.0,1648.0,93.0,216.0,1,0,-1
176,image142,1116_nHS_005,10,10,185.4762769584789,183.0,162.0,609.0,598,1013.2417754569191,557.0,1615.0,94.0,210.0,1,0,-1
177,image081,1116_nHS_014,8,8,186.4680529427573,184.0,163.0,475.8485000003129,550,916.7619318181818,521.0,1531.0,94.0,213.0,1,0,-1
178,image071,1116_nHS_013,9,9,186.98034881206328,184.0,163.0,714.0,632,1081.107177033493,600.0,1830.0,94.0,224.0,1,0,-1
179,image109,1116_nHS_010,10,10,186.02022647011893,184.0,163.0,513.8485000003129,598,1013.0342857142857,580.0,1529.0,94.0,226.0,1,0,-1
180,image173,1116_nHS_017,13,13,186.18393571746506,184.0,163.0,523.8485000003129,619,1054.593984962406,563.0,1580.0,94.0,207.0,1,0,-1
181,image155,1116_nHS_019,10,10,185.87151707580287,184.0,163.0,463.8485000003129,539,895.2266355140187,496.0,1604.0,94.0,228.0,1,0,-1
182,image013,1116_nHS_008,14,14,187.7663622115191,185.0,163.0,455.8485000003129,708,1231.8023255813953,666.0,1797.0,93.0,216.0,1,0,-1
183,image127,1116_nHS_006,12,12,184.7723050444269,183.0,162.0,748.0,704,1222.1809241765382,672.0,1790.5,94.0,207.0,1,0,-1
184,image132,1116_nHS_001,11,11,187.2872106792529,185.0,164.0,745.8485000003129,584,985.5010921799912,532.0,1540.0,94.0,242.0,1,0,-1
185,image079,1116_nHS_018,12,12,187.01811613981457,185.0,164.0,573.8485000003129,582,980.7177161152615,535.0,1924.0,94.0,223.0,1,0,-1
