,label,area,intensity_mean,intensity_max,intensity_min,base_name
9,103043,2529.0,187.27955713720837,246.0,152.0,1218_HS_011
10,103178,682.0,187.15982404692082,237.0,166.0,1218_HS_011
11,103658,619.0,187.20032310177706,223.0,165.0,1218_HS_011
12,104189,835.0,187.29221556886228,234.0,165.0,1218_HS_011
13,104484,679.0,187.29013254786452,221.0,161.0,1218_HS_011
14,104609,655.0,187.30076335877862,228.0,159.0,1218_HS_011
0,1,2944.0,1112.3108016304348,1754.0,583.0,1218_HS_018
0,1,2482.0,842.066478646253,1339.0,451.0,1218_HS_009
0,1,1796.0,810.0957683741648,1199.0,451.0,1218_HS_007
0,1,2329.0,1024.227994847574,1716.0,552.0,1218_HS_019
0,1,3455.0,1007.9765557163531,1553.0,535.0,1218_HS_010
0,1,2330.0,958.418025751073,1701.0,496.0,1218_HS_017
0,1,1160.0,691.528448275862,1015.0,384.0,1218_HS_022
1,3,1562.0,678.4302176696543,1063.0,385.0,1218_HS_022
0,1,3292.0,1011.7202308626975,1764.0,529.0,1218_HS_025
0,3,1846.0,897.8450704225352,1449.0,496.0,1218_HS_006
0,1,4891.0,566.6358617869556,945.0,330.0,1218_HS_001
0,2,1956.0,1091.0511247443762,1784.0,576.0,1218_HS_008
0,1,4772.0,1340.4943419949707,2383.0,670.0,1219_HS_015
0,1,1334.0,603.9235382308846,977.0,345.0,1219_HS_012
0,1,3204.0,1426.417290886392,2706.0,755.0,1219_HS_020
0,1,1829.0,1225.2351011481685,1977.0,632.0,1219_HS_003
1,2,1521.0,1436.7238658777121,2220.0,708.0,1219_HS_003
0,1,1956.0,1616.368609406953,2519.0,820.0,1219_HS_004
0,6523,938.0,203.16737739872067,253.0,174.0,1219_HS_021
0,1,1807.0,1509.0503597122301,2598.0,666.0,1219_HS_013
1,2,999.0,1019.041041041041,1313.0,655.0,1219_HS_013
0,1,1179.0,1248.1849024597116,2024.0,559.0,1219_HS_014
1,2,1652.0,996.1761501210653,1525.0,570.0,1219_HS_014
0,4,3808.0,1408.2457983193278,2548.0,676.0,1219_HS_005
1,5,1485.0,1187.047138047138,1748.0,690.0,1219_HS_005
0,1,1516.0,1147.3410290237466,1790.0,600.0,1219_HS_002
1,2,1170.0,1049.2837606837606,1475.0,592.0,1219_HS_002
0,1,1663.0,1581.7720986169572,2684.0,820.0,1219_HS_001
0,1,1690.0,1403.4319526627219,2438.0,700.0,1219_HS_006
1,3,1385.0,1342.1653429602889,2029.0,711.0,1219_HS_006
0,1,2215.0,2013.677652370203,3390.0,1047.0,1219_HS_008
0,1,976.0,1404.2756147540983,1984.0,800.0,1219_HS_019
1,2,1858.0,1623.5075349838537,2787.0,789.0,1219_HS_019
0,1,1728.0,1444.9241898148148,2227.0,744.0,1219_HS_017
0,1,2089.0,1504.1996170416467,2320.0,818.0,1219_HS_010
1,2,2856.0,1609.6316526610644,2859.0,767.0,1219_HS_010
0,1,3362.0,1311.2239738251042,2319.0,656.0,1219_HS_009
1,3,1727.0,1279.3954834973943,1863.0,708.0,1219_HS_009
0,1,1901.0,1095.35244608101,2100.0,538.0,1219_HS_007
1,2,1531.0,1045.0764206401045,1682.0,567.0,1219_HS_007
2,3,2052.0,895.635477582846,1307.0,495.0,1219_HS_007
0,1,2981.0,1209.3830929218384,2143.0,626.0,1219_HS_011
0,1,2521.0,1792.5156683855612,2825.0,908.0,1219_HS_016
0,1,1992.0,1747.6124497991968,2714.0,894.0,1219_HS_018
0,1,2746.0,1727.9533867443554,2966.0,874.0,1182_HS_016
0,2,3728.0,1337.0826180257511,2219.0,653.0,1182_HS_011
0,2,2608.0,1320.077837423313,2160.0,669.0,1182_HS_018
0,1,3150.0,1318.8526984126984,2448.0,667.0,1182_HS_009
0,1,2597.0,1292.2025413939161,2393.0,670.0,1182_HS_007
0,1,1858.0,1152.0452099031215,1959.0,603.0,1182_HS_019
1,3,1327.0,1306.9510173323285,2192.0,620.0,1182_HS_019
2,4,696.0,864.8491379310345,1083.0,629.0,1182_HS_019
0,1,1807.0,1372.743220807969,2294.0,668.0,1182_HS_010
1,2,1425.0,1163.4322807017543,1765.0,639.0,1182_HS_010
0,1,3668.0,1224.642857142857,2103.0,579.0,1182_HS_017
1,2,770.0,948.538961038961,1251.0,608.0,1182_HS_017
0,1,1514.0,1417.6492734478204,2346.0,733.0,1182_HS_006
0,1,3633.0,1357.1255161023946,2186.0,695.0,1182_HS_001
0,1,2659.0,1354.8751410304626,2372.0,711.0,1182_HS_008
0,1,3149.0,1309.350269926961,2122.0,683.0,1182_HS_002
0,1,1943.0,1582.1605764282037,2549.0,813.0,1182_HS_005
0,1,1489.0,1305.0147750167898,2208.0,678.0,1182_HS_014
0,2,3318.0,1503.297166968053,2614.0,757.0,1182_HS_013
0,1,2181.0,1617.4089867033472,2911.0,777.0,1182_HS_004
0,2,2579.0,1331.2078324932145,2061.0,665.0,1182_HS_003
0,1,2187.0,1326.2565157750344,2364.0,648.0,1182_HS_012
0,1,3023.0,1544.8296394310287,2562.0,787.0,1182_HS_015
0,1,2884.0,1377.2947295423023,2595.0,722.0,1182_HS_020
0,1,1211.0,1636.2006606110651,2787.0,777.0,1219_nHS_017
1,2,968.0,1104.7469008264463,1561.0,742.0,1219_nHS_017
0,1,911.0,1431.1361141602636,2216.0,698.0,1219_nHS_010
1,2,876.0,1029.6598173515981,1503.0,666.0,1219_nHS_010
0,1,1173.0,1430.9650468883206,2169.0,748.0,1219_nHS_019
0,1,1548.0,2152.96834625323,3211.0,1108.0,1219_nHS_022
0,1,1138.0,1083.432337434095,1600.0,585.0,1219_nHS_008
1,2,856.0,971.9929906542056,1423.0,531.0,1219_nHS_008
0,1,1590.0,1388.0591194968554,2067.0,730.0,1219_nHS_001
0,1,1015.0,1077.2827586206897,1507.0,623.0,1219_nHS_006
1,2,998.0,1189.4298597194388,1832.0,613.0,1219_nHS_006
0,1,1126.0,1093.2957371225577,1946.0,584.0,1219_nHS_018
1,2,1026.0,1062.233918128655,1715.0,581.0,1219_nHS_018
0,1,1418.0,1693.5952045133993,2511.0,897.0,1219_nHS_011
0,1,1755.0,1247.6017094017095,2295.0,632.0,1219_nHS_016
0,1,1336.0,1165.0,1666.0,660.0,1219_nHS_007
0,1,1104.0,1201.6485507246377,1858.0,674.0,1219_nHS_009
1,2,861.0,1435.3937282229965,2215.0,711.0,1219_nHS_009
0,1,1883.0,1011.5369091874668,1448.0,532.0,1219_nHS_003
0,1,1258.0,1263.0357710651829,1995.0,628.0,1219_nHS_004
1,2,1227.0,1198.4531377343114,1869.0,658.0,1219_nHS_004
0,1,1211.0,1807.0429397192404,2839.0,938.0,1219_nHS_020
0,1,890.0,1065.2921348314608,1528.0,617.0,1219_nHS_015
1,2,725.0,1162.5944827586206,1709.0,617.0,1219_nHS_015
0,1,1251.0,1049.1870503597122,1605.0,576.0,1219_nHS_012
1,2,1130.0,1199.0194690265487,1747.0,635.0,1219_nHS_012
0,1,1521.0,1760.7205785667325,2811.0,909.0,1219_nHS_005
0,1,1195.0,842.052719665272,1213.0,521.0,1219_nHS_002
1,2,1371.0,986.0145878920496,1538.0,520.0,1219_nHS_002
0,1,1319.0,1133.664139499621,1780.0,642.0,1219_nHS_013
0,1,1105.0,1871.9095022624435,2834.0,961.0,1219_nHS_014
1,2,827.0,1574.4715840386941,2313.0,933.0,1219_nHS_014
0,1,985.0,1633.5705583756346,2461.0,768.0,1219_nHS_021
1,2,748.0,1057.0013368983957,1428.0,722.0,1219_nHS_021
0,1,2038.0,1625.797350343474,2693.0,830.0,1217_HS_010
0,1,2123.0,1267.1738106453133,2166.0,636.0,1217_HS_017
0,1,2380.0,1432.6214285714286,2260.0,737.0,1217_HS_019
0,1,2980.0,1003.9221476510068,1584.0,568.0,1217_HS_008
1,5,2516.0,1248.3946740858505,2305.0,594.0,1217_HS_008
0,1,1906.0,1259.0960125918152,1991.0,686.0,1217_HS_006
0,1,1898.0,1341.163329820864,2232.0,701.0,1217_HS_001
0,1,1870.0,1364.094652406417,2381.0,666.0,1217_HS_018
1,2,1143.0,1475.169728783902,2378.0,664.0,1217_HS_018
0,1,3589.0,1224.7704095848426,2021.0,659.0,1217_HS_016
0,1,1121.0,1249.2952720785013,1846.0,695.0,1217_HS_011
1,3,2395.0,1421.6592901878914,2268.0,690.0,1217_HS_011
0,1,2045.0,1651.162347188264,2778.0,846.0,1217_HS_007
0,2,2364.0,1175.2153130287647,1736.0,627.0,1217_HS_009
0,1,1673.0,1310.219366407651,1996.0,693.0,1217_HS_004
0,1,2389.0,953.0569275847635,1391.0,508.0,1217_HS_003
0,2,3420.0,1465.7409356725145,2365.0,731.0,1217_HS_020
0,1,1675.0,1193.0065671641792,1968.0,636.0,1217_HS_012
0,2,2131.0,1050.331299859221,1682.0,541.0,1217_HS_015
1,3,2135.0,1226.592974238876,2058.0,606.0,1217_HS_015
0,1,2863.0,1123.8847362906042,1747.0,596.0,1217_HS_002
0,1,2461.0,1554.314099959366,2669.0,819.0,1217_HS_005
0,1,2579.0,1506.2826677006592,2490.0,772.0,1217_HS_014
1,3,3902.0,1409.7842132239878,2447.0,730.0,1217_HS_014
0,1,2177.0,1401.2131373449702,2361.0,713.0,1217_HS_013
0,1,2028.0,979.3698224852071,1495.0,526.0,1217_nHS_017
0,1,1641.0,1309.370505789153,1997.0,665.0,1217_nHS_010
0,1,1134.0,958.0643738977072,1419.0,532.0,1217_nHS_019
1,2,1109.0,980.7935076645626,1671.0,546.0,1217_nHS_019
0,1,1000.0,1492.354,2323.0,897.0,1217_nHS_008
1,2,1438.0,1874.04033379694,2993.0,906.0,1217_nHS_008
0,1,1154.0,1561.1889081455806,2452.0,754.0,1217_nHS_001
1,2,1055.0,1222.0227488151659,1695.0,746.0,1217_nHS_001
0,1,2168.0,1644.5797970479705,2613.0,901.0,1217_nHS_006
0,1,1447.0,1299.5452660677263,1979.0,661.0,1217_nHS_018
0,1,2298.0,962.3585726718886,1487.0,529.0,1217_nHS_011
0,1,985.0,1437.5604060913706,2130.0,789.0,1217_nHS_016
0,1,1118.0,1099.9025044722719,1630.0,579.0,1217_nHS_007
1,2,965.0,1067.1958549222798,1571.0,573.0,1217_nHS_007
0,1,2273.0,851.8020237571492,1446.0,459.0,1217_nHS_009
0,1,1724.0,1336.9547563805104,2063.0,686.0,1217_nHS_003
0,1,1953.0,1258.9385560675883,1885.0,639.0,1217_nHS_004
0,1,1037.0,817.8495660559306,1155.0,489.0,1217_nHS_015
1,2,1249.0,1037.3682946357085,1645.0,510.0,1217_nHS_015
0,1,1770.0,1571.206779661017,2404.0,768.0,1217_nHS_012
0,2,2359.0,1325.499788045782,2034.0,694.0,1217_nHS_020
0,1,1158.0,1316.940414507772,2179.0,594.0,1217_nHS_005
1,2,1184.0,847.7677364864865,1185.0,585.0,1217_nHS_005
0,1,2002.0,1568.1828171828172,2176.0,818.0,1217_nHS_002
0,1,1154.0,1142.8951473136915,1615.0,602.0,1217_nHS_021
1,2,1119.0,1049.4763181411975,1552.0,557.0,1217_nHS_021
0,1,1057.0,1045.2611163670767,1599.0,564.0,1217_nHS_013
1,2,931.0,1033.6616541353383,1556.0,535.0,1217_nHS_013
0,1,2250.0,989.072,1474.0,519.0,1217_nHS_014
0,1,1845.0,1247.1089430894308,1830.0,690.0,1116_nHS_004
0,1,2568.0,1108.1799065420562,1684.0,595.0,1116_nHS_003
0,1,1307.0,1394.8768171384852,2252.0,738.0,1116_nHS_020
0,1,1550.0,1198.9729032258065,1824.0,600.0,1116_nHS_012
0,1,1492.0,1238.4048257372654,2033.0,653.0,1116_nHS_015
0,1,1823.0,1079.7356006582556,1648.0,592.0,1116_nHS_002
0,1,1915.0,1013.2417754569191,1615.0,557.0,1116_nHS_005
0,1,1760.0,916.7619318181818,1531.0,521.0,1116_nHS_014
0,1,2090.0,1081.107177033493,1830.0,600.0,1116_nHS_013
0,1,1750.0,1013.0342857142857,1529.0,580.0,1116_nHS_010
0,1,1729.0,1054.593984962406,1580.0,563.0,1116_nHS_017
0,1,1712.0,895.2266355140187,1604.0,496.0,1116_nHS_019
0,1,1462.0,1231.8023255813953,1797.0,666.0,1116_nHS_008
0,1,912.0,1125.1491228070176,1613.0,680.0,1116_nHS_006
1,2,1053.0,1319.212725546059,1968.0,664.0,1116_nHS_006
0,1,2289.0,985.5010921799912,1540.0,532.0,1116_nHS_001
0,1,1874.0,980.7177161152615,1924.0,535.0,1116_nHS_018
0,1,1737.0,1175.6632124352332,2010.0,619.0,1116_nHS_016
0,1,1659.0,1180.1531042796867,1875.0,636.0,1116_nHS_011
0,1,1065.0,1388.4215962441315,2287.0,724.0,1116_nHS_007
0,1,1308.0,1312.7492354740061,2392.0,730.0,1116_nHS_009
0,1,1104.0,1153.6240942028985,1747.0,570.0,1218_nHS_009
1,2,969.0,910.0113519091848,1247.0,522.0,1218_nHS_009
0,1,1405.0,992.1395017793594,1630.0,535.0,1218_nHS_007
0,1,1717.0,921.3255678509028,1446.0,497.0,1218_nHS_016
0,2,1695.0,1209.8784660766962,1911.0,675.0,1218_nHS_011
0,1,1503.0,1104.4191616766468,1734.0,580.0,1218_nHS_018
0,1,1244.0,1011.5530546623794,1743.0,557.0,1218_nHS_006
0,1,2615.0,1137.0370936902486,1897.0,603.0,1218_nHS_001
0,1,875.0,934.2022857142857,1412.0,471.0,1218_nHS_008
1,2,818.0,795.0513447432763,1173.0,484.0,1218_nHS_008
0,2,1221.0,1250.052416052416,1980.0,671.0,1218_nHS_019
0,1,1262.0,1082.1141045958796,1721.0,580.0,1218_nHS_010
0,1,1380.0,1553.6992753623188,2603.0,771.0,1218_nHS_017
0,2,1903.0,1113.9437729900158,1693.0,599.0,1218_nHS_014
0,1,1468.0,1069.2970027247957,1685.0,562.0,1218_nHS_013
0,1,2105.0,1042.0769596199525,1620.0,566.0,1218_nHS_002
0,1,961.0,1136.347554630593,1656.0,639.0,1218_nHS_005
0,1,1719.0,1015.0069808027923,1539.0,555.0,1218_nHS_020
0,1,1610.0,935.1105590062111,1362.0,514.0,1218_nHS_012
0,1,965.0,1016.2870466321243,1652.0,521.0,1218_nHS_015
1,2,693.0,704.8095238095239,945.0,493.0,1218_nHS_015
0,1,1089.0,1081.779614325069,1667.0,544.0,1218_nHS_004
1,2,1179.0,816.7141645462256,1120.0,535.0,1218_nHS_004
0,1,1610.0,1392.675155279503,2135.0,735.0,1218_nHS_003
