,label,area,intensity_mean,intensity_max,intensity_min,base_name
84,44973,121.0,153.23140495867767,171.0,141.0,1218_nHS_003
85,45079,111.0,153.66666666666666,186.0,134.0,1218_nHS_003
86,45489,126.0,152.96825396825398,169.0,139.0,1218_nHS_003
87,45736,193.0,153.5440414507772,181.0,139.0,1218_nHS_003
88,46082,307.0,153.27361563517914,174.0,134.0,1218_nHS_003
89,46738,375.0,153.56,181.0,134.0,1218_nHS_003
90,46838,100.0,153.99,187.0,138.0,1218_nHS_003
91,47114,195.0,153.2051282051282,168.0,140.0,1218_nHS_003
92,47567,161.0,152.9503105590062,178.0,141.0,1218_nHS_003
93,49406,430.0,153.12558139534883,182.0,134.0,1218_nHS_003
94,55355,148.0,154.92567567567568,202.0,137.0,1218_nHS_003
95,57174,146.0,153.15068493150685,196.0,137.0,1218_nHS_003
96,58566,532.0,153.96616541353384,208.0,137.0,1218_nHS_003
97,62634,101.0,154.21782178217822,183.0,142.0,1218_nHS_003
98,65877,105.0,154.6952380952381,187.0,140.0,1218_nHS_003
99,66086,193.0,153.7357512953368,176.0,136.0,1218_nHS_003
100,71288,171.0,153.77777777777777,197.0,138.0,1218_nHS_003
101,73241,178.0,154.01685393258427,184.0,138.0,1218_nHS_003
102,74736,210.0,153.95714285714286,177.0,139.0,1218_nHS_003
103,82255,105.0,153.15238095238095,173.0,140.0,1218_nHS_003
104,82333,142.0,153.19718309859155,184.0,141.0,1218_nHS_003
105,82498,129.0,152.7984496124031,169.0,140.0,1218_nHS_003
106,88618,112.0,152.75,170.0,136.0,1218_nHS_003
107,89072,110.0,153.8,220.0,137.0,1218_nHS_003
108,91681,123.0,153.26829268292684,177.0,140.0,1218_nHS_003
109,91741,108.0,153.7962962962963,194.0,139.0,1218_nHS_003
110,93503,113.0,153.16814159292036,178.0,140.0,1218_nHS_003
111,93838,119.0,153.3613445378151,174.0,142.0,1218_nHS_003
112,94265,106.0,152.29245283018867,174.0,138.0,1218_nHS_003
113,94279,117.0,152.8803418803419,175.0,133.0,1218_nHS_003
114,94957,100.0,152.88,192.0,141.0,1218_nHS_003
115,95110,422.0,153.26777251184834,188.0,137.0,1218_nHS_003
116,95766,104.0,153.33653846153845,178.0,139.0,1218_nHS_003
117,95829,106.0,152.5188679245283,172.0,134.0,1218_nHS_003
118,95990,159.0,153.7987421383648,175.0,137.0,1218_nHS_003
119,96686,129.0,153.1782945736434,171.0,140.0,1218_nHS_003
120,97360,274.0,153.2007299270073,175.0,136.0,1218_nHS_003
121,97361,169.0,152.2189349112426,173.0,134.0,1218_nHS_003
122,98523,129.0,153.04651162790697,173.0,136.0,1218_nHS_003
123,99359,191.0,153.8848167539267,196.0,135.0,1218_nHS_003
124,99514,556.0,153.7841726618705,183.0,137.0,1218_nHS_003
125,99868,108.0,153.58333333333334,177.0,142.0,1218_nHS_003
126,100287,129.0,153.33333333333334,176.0,138.0,1218_nHS_003
127,100596,225.0,153.32,193.0,136.0,1218_nHS_003
128,100675,111.0,153.26126126126127,168.0,144.0,1218_nHS_003
129,100954,101.0,153.4257425742574,189.0,141.0,1218_nHS_003
130,101150,257.0,153.13618677042803,194.0,139.0,1218_nHS_003
131,101208,103.0,153.38834951456312,179.0,141.0,1218_nHS_003
132,101214,238.0,153.49159663865547,187.0,135.0,1218_nHS_003
133,101303,227.0,152.8149779735683,184.0,138.0,1218_nHS_003
134,101390,109.0,153.54128440366972,197.0,139.0,1218_nHS_003
135,101475,126.0,153.36507936507937,172.0,138.0,1218_nHS_003
136,101726,164.0,152.89634146341464,190.0,134.0,1218_nHS_003
137,101821,216.0,153.5,184.0,134.0,1218_nHS_003
138,101823,325.0,153.8153846153846,191.0,129.0,1218_nHS_003
139,101895,257.0,153.17120622568095,194.0,132.0,1218_nHS_003
140,102510,249.0,152.94779116465864,181.0,138.0,1218_nHS_003
141,102518,106.0,152.8490566037736,165.0,137.0,1218_nHS_003
142,103024,114.0,152.55263157894737,172.0,137.0,1218_nHS_003
143,103274,102.0,152.57843137254903,175.0,139.0,1218_nHS_003
144,103351,291.0,153.01374570446737,182.0,137.0,1218_nHS_003
145,103607,107.0,153.15887850467288,171.0,137.0,1218_nHS_003
146,103705,123.0,154.02439024390245,186.0,138.0,1218_nHS_003
147,103774,148.0,152.7972972972973,179.0,134.0,1218_nHS_003
148,104162,403.0,153.424317617866,179.0,137.0,1218_nHS_003
149,104469,714.0,153.2436974789916,201.0,136.0,1218_nHS_003
150,104802,124.0,154.20967741935485,180.0,140.0,1218_nHS_003
151,104891,196.0,153.3673469387755,180.0,134.0,1218_nHS_003
152,105294,150.0,154.03333333333333,174.0,141.0,1218_nHS_003
153,105338,441.0,152.89569160997732,185.0,135.0,1218_nHS_003
154,105350,136.0,153.86764705882354,181.0,136.0,1218_nHS_003
155,105554,323.0,153.72755417956657,195.0,137.0,1218_nHS_003
156,105560,109.0,153.39449541284404,178.0,140.0,1218_nHS_003
157,105591,105.0,153.25714285714287,171.0,140.0,1218_nHS_003
158,105720,102.0,153.42156862745097,203.0,141.0,1218_nHS_003
159,105803,179.0,152.84357541899442,175.0,134.0,1218_nHS_003
160,106372,115.0,153.9217391304348,170.0,138.0,1218_nHS_003
161,106792,159.0,153.32704402515722,177.0,137.0,1218_nHS_003
162,107749,106.0,152.95283018867926,172.0,138.0,1218_nHS_003
163,108624,131.0,154.12977099236642,180.0,143.0,1218_nHS_003
164,108784,109.0,153.1651376146789,172.0,139.0,1218_nHS_003
165,109277,104.0,153.0,173.0,140.0,1218_nHS_003
166,109283,350.0,152.6342857142857,203.0,138.0,1218_nHS_003
167,109286,193.0,153.83937823834196,185.0,137.0,1218_nHS_003
168,109457,118.0,153.35593220338984,173.0,138.0,1218_nHS_003
169,110237,525.0,153.54857142857142,185.0,133.0,1218_nHS_003
170,110840,162.0,152.96296296296296,179.0,137.0,1218_nHS_003
171,111096,120.0,153.08333333333334,170.0,138.0,1218_nHS_003
172,111101,299.0,153.33779264214047,195.0,137.0,1218_nHS_003
173,111158,191.0,152.6282722513089,181.0,137.0,1218_nHS_003
174,111769,109.0,152.89908256880733,169.0,141.0,1218_nHS_003
175,112166,145.0,153.41379310344828,185.0,140.0,1218_nHS_003
176,112168,123.0,152.95934959349594,171.0,137.0,1218_nHS_003
177,112473,263.0,153.32319391634982,169.0,135.0,1218_nHS_003
178,112508,104.0,152.05769230769232,172.0,137.0,1218_nHS_003
179,112606,157.0,152.80254777070064,178.0,139.0,1218_nHS_003
180,112871,148.0,153.77702702702703,182.0,137.0,1218_nHS_003
181,112990,135.0,152.82222222222222,169.0,139.0,1218_nHS_003
182,113311,137.0,152.5912408759124,186.0,138.0,1218_nHS_003
183,113566,266.0,153.74812030075188,172.0,137.0,1218_nHS_003
184,113621,150.0,153.47333333333333,171.0,138.0,1218_nHS_003
185,113901,104.0,152.55769230769232,182.0,140.0,1218_nHS_003
186,114044,283.0,153.59010600706713,178.0,137.0,1218_nHS_003
187,114100,105.0,153.02857142857144,172.0,140.0,1218_nHS_003
188,114211,124.0,152.41935483870967,174.0,139.0,1218_nHS_003
189,114278,129.0,153.3875968992248,212.0,139.0,1218_nHS_003
190,114415,418.0,152.85645933014354,182.0,135.0,1218_nHS_003
191,114717,345.0,153.63768115942028,182.0,141.0,1218_nHS_003
192,114813,114.0,152.7982456140351,166.0,140.0,1218_nHS_003
193,114836,128.0,153.3125,197.0,135.0,1218_nHS_003
194,114849,228.0,154.64473684210526,237.0,134.0,1218_nHS_003
195,115417,148.0,152.74324324324326,194.0,138.0,1218_nHS_003
196,115823,121.0,152.6611570247934,173.0,132.0,1218_nHS_003
197,116145,102.0,153.2941176470588,174.0,136.0,1218_nHS_003
198,116287,207.0,153.61352657004832,178.0,139.0,1218_nHS_003
199,116319,132.0,153.6060606060606,182.0,137.0,1218_nHS_003
200,116335,110.0,153.29090909090908,172.0,135.0,1218_nHS_003
201,116503,110.0,153.25454545454545,176.0,137.0,1218_nHS_003
202,116532,648.0,153.1604938271605,197.0,137.0,1218_nHS_003
203,116597,317.0,152.98107255520506,179.0,138.0,1218_nHS_003
204,116666,577.0,153.58232235701905,179.0,134.0,1218_nHS_003
205,116679,121.0,152.04132231404958,168.0,135.0,1218_nHS_003
206,116687,195.0,152.5076923076923,171.0,136.0,1218_nHS_003
207,116798,100.0,152.35,165.0,138.0,1218_nHS_003
208,116811,114.0,154.28070175438597,188.0,142.0,1218_nHS_003
209,116825,182.0,152.62087912087912,177.0,138.0,1218_nHS_003
210,116843,219.0,153.0593607305936,174.0,139.0,1218_nHS_003
211,117031,118.0,153.67796610169492,183.0,140.0,1218_nHS_003
212,117068,240.0,153.3,174.0,133.0,1218_nHS_003
213,117112,144.0,154.27777777777777,183.0,140.0,1218_nHS_003
214,117128,149.0,152.54362416107384,175.0,139.0,1218_nHS_003
215,117236,370.0,154.0162162162162,196.0,138.0,1218_nHS_003
216,117245,169.0,152.96449704142012,177.0,140.0,1218_nHS_003
217,117300,177.0,153.25988700564972,187.0,137.0,1218_nHS_003
218,117378,119.0,153.0252100840336,168.0,140.0,1218_nHS_003
219,117381,123.0,154.58536585365854,191.0,140.0,1218_nHS_003
220,117497,125.0,153.808,194.0,138.0,1218_nHS_003
221,117711,171.0,153.83625730994152,193.0,139.0,1218_nHS_003
222,117725,184.0,153.3641304347826,188.0,138.0,1218_nHS_003
223,117811,885.0,153.36045197740114,188.0,133.0,1218_nHS_003
224,117822,112.0,153.19642857142858,179.0,140.0,1218_nHS_003
225,118314,149.0,152.54362416107384,191.0,133.0,1218_nHS_003
226,118376,149.0,153.83892617449663,174.0,142.0,1218_nHS_003
227,118431,116.0,152.98275862068965,177.0,139.0,1218_nHS_003
228,118432,147.0,152.62585034013605,178.0,139.0,1218_nHS_003
229,118469,121.0,153.05785123966942,167.0,137.0,1218_nHS_003
230,118506,123.0,153.0650406504065,180.0,139.0,1218_nHS_003
231,118674,520.0,153.49423076923077,204.0,134.0,1218_nHS_003
232,118788,218.0,153.8577981651376,174.0,139.0,1218_nHS_003
233,119023,187.0,153.67379679144386,173.0,139.0,1218_nHS_003
234,119211,148.0,153.5472972972973,170.0,137.0,1218_nHS_003
0,2218,140.0,159.88571428571427,191.0,147.0,1218_nHS_012
1,2538,117.0,159.56410256410257,180.0,140.0,1218_nHS_012
2,2951,142.0,160.1338028169014,190.0,145.0,1218_nHS_012
3,3275,437.0,159.97940503432494,187.0,140.0,1218_nHS_012
4,3554,381.0,159.8503937007874,188.0,145.0,1218_nHS_012
5,3779,146.0,159.95205479452054,196.0,144.0,1218_nHS_012
6,5885,154.0,158.7792207792208,186.0,143.0,1218_nHS_012
7,6134,230.0,159.35652173913044,188.0,144.0,1218_nHS_012
8,6285,116.0,159.81896551724137,196.0,144.0,1218_nHS_012
9,6749,120.0,159.91666666666666,184.0,142.0,1218_nHS_012
10,8296,143.0,159.37062937062936,179.0,144.0,1218_nHS_012
11,9968,188.0,158.88829787234042,174.0,145.0,1218_nHS_012
12,10135,662.0,160.40785498489427,193.0,142.0,1218_nHS_012
13,10456,136.0,159.76470588235293,194.0,144.0,1218_nHS_012
14,10512,102.0,160.12745098039215,185.0,145.0,1218_nHS_012
15,10800,107.0,158.80373831775702,179.0,144.0,1218_nHS_012
16,10864,163.0,159.05521472392638,190.0,147.0,1218_nHS_012
17,10938,153.0,159.8562091503268,186.0,141.0,1218_nHS_012
18,11509,191.0,159.92146596858638,186.0,146.0,1218_nHS_012
19,13349,141.0,159.58156028368793,186.0,138.0,1218_nHS_012
20,16376,114.0,159.83333333333334,176.0,142.0,1218_nHS_012
21,16693,131.0,159.73282442748092,180.0,142.0,1218_nHS_012
22,17063,173.0,160.10404624277456,182.0,146.0,1218_nHS_012
23,17342,134.0,159.46268656716418,183.0,144.0,1218_nHS_012
24,17721,243.0,159.3744855967078,189.0,143.0,1218_nHS_012
25,17725,106.0,158.97169811320754,185.0,147.0,1218_nHS_012
26,17883,245.0,159.83673469387756,201.0,136.0,1218_nHS_012
27,18194,130.0,159.14615384615385,176.0,145.0,1218_nHS_012
28,18704,282.0,158.9468085106383,193.0,141.0,1218_nHS_012
29,18707,167.0,159.5988023952096,179.0,142.0,1218_nHS_012
30,19344,121.0,159.099173553719,184.0,141.0,1218_nHS_012
31,19427,121.0,158.93388429752065,174.0,141.0,1218_nHS_012
32,19601,119.0,159.42857142857142,183.0,141.0,1218_nHS_012
33,19604,135.0,159.07407407407408,183.0,143.0,1218_nHS_012
34,19819,130.0,159.41538461538462,181.0,146.0,1218_nHS_012
35,20717,106.0,159.93396226415095,188.0,145.0,1218_nHS_012
36,21011,184.0,159.5,182.0,140.0,1218_nHS_012
37,21132,163.0,159.06748466257667,179.0,144.0,1218_nHS_012
38,21433,123.0,159.4471544715447,184.0,144.0,1218_nHS_012
39,22481,110.0,159.01818181818183,182.0,143.0,1218_nHS_012
40,22510,104.0,158.7596153846154,180.0,142.0,1218_nHS_012
41,22523,153.0,159.35294117647058,181.0,144.0,1218_nHS_012
42,22762,145.0,159.48275862068965,193.0,144.0,1218_nHS_012
43,22765,100.0,159.31,180.0,141.0,1218_nHS_012
44,23180,343.0,159.46938775510205,184.0,139.0,1218_nHS_012
45,23268,191.0,159.63350785340313,185.0,145.0,1218_nHS_012
46,24678,486.0,159.88683127572017,217.0,140.0,1218_nHS_012
47,24852,176.0,159.85227272727272,195.0,142.0,1218_nHS_012
48,25269,123.0,159.5609756097561,186.0,143.0,1218_nHS_012
49,26051,139.0,158.9136690647482,186.0,141.0,1218_nHS_012
50,26351,193.0,159.6217616580311,186.0,144.0,1218_nHS_012
51,26502,392.0,159.0969387755102,187.0,139.0,1218_nHS_012
52,26628,110.0,159.5090909090909,205.0,142.0,1218_nHS_012
53,26697,206.0,159.70388349514562,182.0,145.0,1218_nHS_012
54,26887,106.0,159.08490566037736,173.0,146.0,1218_nHS_012
55,27267,319.0,159.29780564263322,181.0,144.0,1218_nHS_012
56,27273,111.0,158.77477477477478,189.0,145.0,1218_nHS_012
57,27294,244.0,159.12295081967213,214.0,142.0,1218_nHS_012
58,27482,135.0,159.43703703703704,182.0,144.0,1218_nHS_012
59,28081,146.0,159.06849315068493,182.0,140.0,1218_nHS_012
60,28169,203.0,159.2807881773399,179.0,142.0,1218_nHS_012
61,28769,138.0,158.95652173913044,188.0,140.0,1218_nHS_012
62,29244,165.0,159.45454545454547,194.0,139.0,1218_nHS_012
63,29374,163.0,158.93865030674846,183.0,139.0,1218_nHS_012
64,29822,104.0,160.77884615384616,187.0,144.0,1218_nHS_012
65,30170,159.0,159.1761006289308,193.0,143.0,1218_nHS_012
66,30419,179.0,160.7709497206704,189.0,137.0,1218_nHS_012
67,30585,253.0,158.8814229249012,180.0,142.0,1218_nHS_012
68,30987,355.0,159.92112676056337,197.0,146.0,1218_nHS_012
69,31072,118.0,160.39830508474577,191.0,144.0,1218_nHS_012
70,31333,158.0,159.29113924050634,184.0,144.0,1218_nHS_012
71,31964,167.0,160.01796407185628,183.0,140.0,1218_nHS_012
72,32018,139.0,159.19424460431654,172.0,146.0,1218_nHS_012
73,32295,253.0,159.29249011857706,180.0,144.0,1218_nHS_012
74,32489,115.0,159.6695652173913,182.0,145.0,1218_nHS_012
75,32603,104.0,158.3653846153846,177.0,145.0,1218_nHS_012
76,32982,105.0,159.35238095238094,181.0,141.0,1218_nHS_012
77,33409,101.0,158.82178217821783,177.0,144.0,1218_nHS_012
78,33659,115.0,159.2173913043478,183.0,142.0,1218_nHS_012
79,34539,100.0,159.53,193.0,146.0,1218_nHS_012
80,37470,229.0,159.12663755458516,182.0,144.0,1218_nHS_012
81,39420,105.0,158.65714285714284,174.0,144.0,1218_nHS_012
82,39784,385.0,159.54025974025973,191.0,142.0,1218_nHS_012
83,39932,190.0,159.79473684210527,177.0,142.0,1218_nHS_012
84,40127,113.0,160.12389380530973,183.0,139.0,1218_nHS_012
85,40504,288.0,159.70138888888889,184.0,141.0,1218_nHS_012
86,40671,266.0,160.2218045112782,188.0,143.0,1218_nHS_012
87,40954,144.0,159.5,197.0,139.0,1218_nHS_012
88,41581,113.0,159.41592920353983,178.0,144.0,1218_nHS_012
89,41804,346.0,159.15895953757226,188.0,139.0,1218_nHS_012
90,42557,172.0,160.24418604651163,186.0,145.0,1218_nHS_012
91,43387,117.0,158.8803418803419,179.0,142.0,1218_nHS_012
92,43603,147.0,158.91156462585033,174.0,141.0,1218_nHS_012
93,43747,111.0,159.22522522522522,191.0,144.0,1218_nHS_012
94,44334,159.0,158.32075471698113,188.0,139.0,1218_nHS_012
95,44522,127.0,159.748031496063,184.0,131.0,1218_nHS_012
96,44702,323.0,159.59442724458205,187.0,144.0,1218_nHS_012
97,44798,721.0,159.23023578363384,192.0,137.0,1218_nHS_012
98,44985,107.0,159.46728971962617,184.0,144.0,1218_nHS_012
99,45343,114.0,160.19298245614036,192.0,142.0,1218_nHS_012
100,45424,127.0,159.06299212598427,178.0,143.0,1218_nHS_012
101,45992,214.0,158.7710280373832,183.0,139.0,1218_nHS_012
102,47029,157.0,159.3248407643312,188.0,145.0,1218_nHS_012
103,47199,104.0,158.92307692307693,189.0,140.0,1218_nHS_012
104,47885,206.0,160.10679611650485,191.0,141.0,1218_nHS_012
105,49062,129.0,160.24031007751938,183.0,146.0,1218_nHS_012
106,50355,219.0,158.96803652968038,185.0,134.0,1218_nHS_012
107,51044,123.0,159.8048780487805,219.0,139.0,1218_nHS_012
108,51733,121.0,159.099173553719,181.0,142.0,1218_nHS_012
109,51913,116.0,160.04310344827587,195.0,144.0,1218_nHS_012
110,52106,122.0,160.1639344262295,218.0,144.0,1218_nHS_012
111,52812,208.0,160.17307692307693,198.0,141.0,1218_nHS_012
112,53100,174.0,159.71264367816093,200.0,141.0,1218_nHS_012
113,54912,230.0,159.3608695652174,198.0,140.0,1218_nHS_012
114,55236,117.0,159.76923076923077,183.0,145.0,1218_nHS_012
115,55243,289.0,159.5190311418685,191.0,142.0,1218_nHS_012
116,55918,140.0,160.47142857142856,184.0,146.0,1218_nHS_012
0,1,2552.0,503.9737460815047,764.0,285.0,1218_nHS_002
0,1,1019.0,458.3434739941119,662.0,263.0,1218_nHS_005
1,2,1106.0,443.99367088607596,671.0,267.0,1218_nHS_005
0,12815,111.0,158.6846846846847,183.0,146.0,1218_nHS_014
1,14063,418.0,159.17942583732057,184.0,144.0,1218_nHS_014
2,15194,144.0,159.80555555555554,185.0,144.0,1218_nHS_014
3,16282,106.0,158.26415094339623,183.0,142.0,1218_nHS_014
4,16581,237.0,158.54852320675104,177.0,144.0,1218_nHS_014
5,17026,171.0,158.74269005847952,196.0,143.0,1218_nHS_014
6,17971,121.0,158.0,176.0,144.0,1218_nHS_014
7,18017,132.0,158.45454545454547,186.0,144.0,1218_nHS_014
8,18372,126.0,159.02380952380952,211.0,141.0,1218_nHS_014
9,18386,150.0,158.19333333333333,187.0,138.0,1218_nHS_014
10,18716,258.0,158.4031007751938,208.0,143.0,1218_nHS_014
11,19085,121.0,158.72727272727272,185.0,142.0,1218_nHS_014
12,19429,144.0,157.96527777777777,187.0,144.0,1218_nHS_014
13,19678,104.0,158.69230769230768,177.0,144.0,1218_nHS_014
14,20072,135.0,158.2962962962963,181.0,139.0,1218_nHS_014
15,20158,339.0,158.43657817109144,196.0,139.0,1218_nHS_014
16,20216,104.0,158.70192307692307,185.0,141.0,1218_nHS_014
17,20478,142.0,158.6056338028169,177.0,143.0,1218_nHS_014
18,20497,126.0,157.77777777777777,177.0,140.0,1218_nHS_014
19,20762,149.0,158.7986577181208,182.0,139.0,1218_nHS_014
