,blind_key,base_name,max_slice,max_slice_final,gfp_mean,gfp_median,gfp_loQ,gfp_hiQ,otsu_threshold,mean_blob,min_blob,max_blob,bf_loQ,bf_hiQ,worm_num,moved,remove_slices
64,image149,1182_HS_005,11,11,192.945859069227,184.0,162.0,1272.0,1562,2936.545558739255,1471.0,4877.0,143.0,439.0,1,0,-1
65,image148,1182_HS_002,12,12,192.92242825801125,185.0,163.0,1249.0,1533,2881.2878544676296,1493.0,4340.0,140.0,423.0,1,0,-1
66,image114,1182_HS_021,10,10,194.30585254288465,185.0,162.0,2304.0,1559,2932.859892710634,1507.0,5148.0,145.61110000000002,434.0,1,0,-1
67,image147,1182_HS_026,13,13,190.05149432217772,183.0,161.0,1370.0,1459,2737.3991683991685,1378.0,4248.0,144.0,512.0,1,0,-1
68,image057,1182_HS_013,14,14,187.9698245054122,183.0,161.0,1385.0,1506,2836.789175257732,1421.0,4653.0,152.0,435.0,1,0,-1
69,image079,1182_HS_014,8,8,187.32277421148788,182.0,161.0,651.9445000002161,1489,2796.4475806451615,1468.0,4028.0,156.0,463.0,1,0,-1
70,image247,1241_nHS_015,3,10,189.07033113304183,184.0,162.0,714.0,1192,2213.1513260530423,1131.0,3699.0,130.0,513.0,1,0,-1
71,image043,1241_nHS_012,6,6,196.28951112631484,186.0,164.0,1290.944500000216,1436,2671.0580189125294,1429.0,3910.5,149.0,479.0,1,0,-1
72,image012,1241_nHS_020,6,6,195.47709115284064,187.0,164.0,628.0,1115,2043.248854961832,1085.0,3145.0,144.0,514.0,1,0,-1
73,image262,1241_nHS_003,13,13,193.8811039933953,190.0,167.0,537.0,950,1710.396887159533,906.0,2464.0,146.0,480.0,1,0,-1
74,image199,1241_nHS_004,8,8,194.5385030309748,188.0,165.0,753.0,1356,2527.522609340252,1262.0,4343.0,149.0,451.0,1,0,-1
75,image105,1241_nHS_021,8,8,190.39150146962146,183.0,161.0,654.0,1271,2364.236,1238.0,3572.0,128.0,528.3888999996707,1,0,-1
76,image165,1241_nHS_013,4,10,189.92737963054978,185.0,164.0,566.0,1329,2478.524115755627,1329.0,3501.0,140.0,434.0,1,0,-1
77,image180,1241_nHS_014,4,10,192.772739716472,186.0,164.0,912.8890000004321,1290,2401.002205071665,1239.0,4563.0,141.0,476.0,1,0,-1
78,image037,1241_nHS_005,8,8,192.34852435864116,186.0,163.0,997.9445000002161,1349,2319.031459477287,1270.5,3275.5,144.0,522.0,1,0,-1
79,image084,1241_nHS_002,11,11,194.89503983648788,189.0,166.0,680.9445000002161,1594,3000.9024045261667,1539.0,4726.0,139.0,455.0,1,0,-1
80,image176,1241_nHS_001,5,10,189.6013049818065,184.0,162.0,715.9445000002161,998,1811.853195164076,893.0,2931.0,145.0,465.0,1,0,-1
81,image248,1241_nHS_006,6,6,188.94977153024095,184.0,162.0,549.0,1051,1920.9565217391305,1024.0,2664.0,149.0,494.0,1,0,-1
82,image128,1241_nHS_008,5,10,193.66472779514737,185.0,162.0,818.0,1148,2109.010380622837,997.0,3606.0,137.0,487.0,1,0,-1
83,image039,1241_nHS_019,7,7,191.53690703927654,186.0,163.0,816.9445000002161,1698,3210.0,1591.0,5297.0,145.0,448.0,1,0,-1
84,image063,1241_nHS_017,4,10,196.34570097503362,188.0,166.0,907.9445000002161,1164,2107.9524523344962,1115.5,3018.5,132.0,486.0,1,0,-1
85,image215,1241_nHS_010,6,6,197.15612339086962,188.0,164.0,1283.0,1396,2520.5477767334323,1343.5,3604.5,140.0,578.3888999996707,1,0,-1
86,image046,1241_nHS_009,5,10,203.90291611882338,191.0,166.0,1249.944500000216,2132,4065.9564080209243,2039.0,5933.0,136.0,518.0,1,0,-1
87,image266,1241_nHS_007,6,6,191.53034366973458,184.0,162.0,1464.944500000216,1290,2390.199740568112,1274.5,3626.5,140.0,543.0,1,0,-1
88,image193,1241_nHS_011,8,8,187.21636783726763,183.0,161.0,558.0,1740,3298.6295652173912,1740.0,4730.0,156.0,406.0,1,0,-1
89,image086,1241_nHS_016,7,7,189.72316053655516,184.0,162.0,623.0,1229,2276.688264938805,1229.0,3419.0,151.0,483.0,1,0,-1
90,image029,1241_nHS_018,10,10,191.19837978534736,186.0,165.0,751.0,970,1758.369589345172,880.0,2847.0,146.0,436.3888999996707,1,0,-1
91,image183,1242_HS_004,7,7,189.12783007239176,182.0,160.0,1301.0,941,1698.8378080176535,840.0,2567.0,147.0,461.0,1,0,-1
92,image026,1242_HS_003,6,6,187.78866403956704,182.0,161.0,1234.0,1519,2743.9469007185853,1454.5,3908.5,150.0,484.0,1,0,-1
93,image075,1242_HS_020,6,6,191.32519507361485,181.0,159.0,965.0,1159,2131.1208515967437,1102.0,3305.0,143.0,501.0,1,0,-1
94,image146,1242_HS_012,3,10,185.40005570801736,180.0,160.0,1157.944500000216,991,1799.9901178259217,869.0,3421.0,145.0,408.0,1,0,-1
95,image145,1242_HS_015,4,10,187.53162481080295,181.0,160.0,1266.944500000216,993,1806.7344102178813,876.0,3282.0,146.0,417.0,1,0,-1
96,image253,1242_HS_002,4,10,189.00019182477678,183.0,161.0,898.9445000002161,921,1661.9429133858268,859.0,2528.0,136.0,421.3888999996707,1,0,-1
97,image244,1242_HS_005,5,10,189.6877178632583,181.0,159.0,917.0,1370,2558.2,1307.0,3611.0,136.0,471.0,1,0,-1
98,image125,1242_HS_014,4,10,186.5271208701535,181.0,160.0,859.0,1175,2168.132672039678,1111.0,3442.0,141.0,424.0,1,0,-1
99,image202,1242_HS_013,0,10,189.91327824004708,183.0,161.0,1040.0,1153,2347.149895905621,1037.0,3806.0,139.0,425.0,1,0,-1
100,image052,1242_HS_026,7,7,187.99623397558403,182.0,161.0,1098.944500000216,999,1710.5076372918497,929.0,2717.5,154.0,421.0,1,0,-1
101,image019,1242_HS_021,5,10,188.98866752729023,181.0,160.0,1112.0,1072,1958.545706371191,978.0,3508.0,139.0,448.0,1,0,-1
102,image194,1242_HS_019,7,7,189.67728240429307,183.0,161.0,1068.0,1025,1946.209549071618,930.0,3359.0,144.0,491.0,1,0,-1
103,image139,1242_HS_010,3,10,188.612514189778,181.0,159.0,815.9445000002161,1065,1944.7669359850838,923.0,3568.0,135.0,453.0,1,0,-1
104,image178,1242_HS_017,8,8,188.29625461526112,182.0,161.0,1326.944500000216,1041,1897.3201010465536,960.0,3236.0,138.0,529.3888999996707,1,0,-1
105,image067,1242_HS_022,7,7,191.13488602311645,182.0,160.0,1065.0,1425,2801.696525096525,1368.0,4069.0,140.0,564.0,1,0,-1
106,image055,1242_HS_025,1,10,189.1460885423037,181.0,159.0,1236.0,1023,2007.0474547081212,988.5,2889.0,146.0,430.0,1,0,-1
107,image267,1242_HS_006,9,9,184.92546472717405,181.0,159.0,715.0,1040,1903.4667662434654,990.0,2801.0,151.0,420.3888999996707,1,0,-1
108,image217,1242_HS_001,12,12,188.91658608274219,183.0,161.0,653.0,1128,2077.115702479339,1056.0,3307.0,142.0,425.0,1,0,-1
109,image098,1242_HS_008,11,11,184.18252258897994,180.0,159.0,618.0,783,1390.6580493537015,742.0,2024.0,146.0,410.0,1,0,-1
110,image087,1242_HS_024,4,10,190.16877880954928,182.0,161.0,1478.0,992,1708.1609410467622,880.5,3024.0,149.0,443.0,1,0,-1
111,image151,1242_HS_023,7,7,187.05214838972296,181.0,160.0,1378.0,915,1671.4510433386838,792.0,2601.0,155.0,441.0,1,0,-1
112,image009,1242_HS_016,4,10,193.0666809679244,181.0,159.0,1343.0,1319,2449.254562470753,1211.0,4503.0,114.0,440.0,1,0,-1
113,image213,1242_HS_011,6,6,186.92667468046722,181.0,160.0,945.0,469,743.4534119694716,413.3333333333333,1238.3333333333333,154.0,412.0,1,0,-1
114,image184,1242_HS_018,0,10,191.5385011198936,182.0,161.0,1504.0,612,1133.2647905890935,560.5,2231.0,135.0,467.0,1,0,-1
115,image024,1242_HS_009,1,10,232.51115713100845,183.0,160.0,3777.0,1262,1734.7267036742192,1183.0,2430.0,138.0,442.0,1,0,-1
116,image110,1242_HS_007,0,10,200.62791153222847,183.0,161.0,2516.0,922,1650.0441063945566,867.8888888888889,2871.4444444444443,142.0,426.0,1,0,-1
117,image025,1116_nHS_008,17,10,191.7138038829348,187.0,164.0,663.9445000002161,1392,2608.0746513535687,1386.0,3932.0,149.0,440.0,1,0,-1
118,image015,1116_nHS_001,0,10,194.6230385140197,190.0,166.0,438.0,1065,1942.3858921161825,1027.0,2984.0,152.0,391.0,1,0,-1
119,image179,1116_nHS_006,10,10,192.91149591793052,187.0,165.0,657.8890000004321,1600,3019.682768565249,1534.0,5033.0,137.0,436.0,1,0,-1
120,image010,1116_nHS_017,4,10,196.43988932928693,189.0,166.0,692.0,1765,3345.0649738610905,1655.0,5615.0,140.0,479.0,1,0,-1
121,image074,1116_nHS_010,4,10,199.11346280271528,189.0,165.0,1517.944500000216,1190,2110.321174096496,1154.0,3292.5,141.0,496.0,1,0,-1
122,image152,1116_nHS_019,1,10,192.10703177554734,187.0,165.0,744.0,1279,2373.1850030731407,1219.0,3419.0,147.0,416.0,1,0,-1
123,image034,1116_nHS_007,6,6,195.88525892283818,188.0,165.0,645.9445000002161,1458,2734.5542082738943,1424.0,4166.0,146.0,478.0,1,0,-1
124,image102,1116_nHS_009,5,10,195.39087941268653,188.0,165.0,630.0,1194,2204.2317689530687,1138.0,3247.0,147.0,455.0,1,0,-1
125,image011,1116_nHS_018,8,8,194.3370681434228,188.0,165.0,1009.0,1360,2436.934452123716,1355.0,3488.5,147.0,463.0,1,0,-1
126,image061,1116_nHS_011,14,14,194.07203295086228,188.0,165.0,866.9445000002161,1381,2576.2554744525546,1328.0,3765.0,139.0,426.0,1,0,-1
127,image058,1116_nHS_016,8,8,193.44808786769204,188.0,165.0,850.9445000002161,1708,3259.447242206235,1713.0,4702.0,150.0,475.0,1,0,-1
128,image186,1116_nHS_020,12,12,191.74321231730065,187.0,164.0,696.0,1316,2450.7695707070707,1121.0,4083.0,142.0,462.0,1,0,-1
129,image255,1116_nHS_015,4,10,197.95975167410714,189.0,166.0,1583.944500000216,1356,2509.1082770305175,1311.0,3884.0,142.0,475.0,1,0,-1
130,image130,1116_nHS_012,6,6,194.0916494828614,188.0,165.0,1217.944500000216,2309,4431.467830882353,2309.0,6593.0,150.0,458.0,1,0,-1
131,image094,1116_nHS_003,15,15,195.53021992722603,190.0,166.0,573.0,1047,1904.801210025929,1047.0,2916.0,146.0,416.0,1,0,-1
132,image268,1116_nHS_004,5,10,197.87390996705295,190.0,167.0,642.0,1280,2368.945778997941,1221.0,3933.0,139.0,506.0,1,0,-1
133,image111,1116_nHS_013,6,6,196.11846004120292,189.0,166.0,778.0,1760,3332.209973753281,1689.0,5432.0,142.0,497.0,1,0,-1
134,image265,1116_nHS_014,13,13,194.06264070335433,188.0,165.0,757.0,1195,2160.2462243575237,1174.5,3102.0,145.0,477.0,1,0,-1
135,image243,1116_nHS_005,7,7,196.73617786623961,189.0,166.0,1457.944500000216,1328,2463.4347627737225,1259.0,3811.0,146.0,529.0,1,0,-1
136,image044,1116_nHS_002,8,8,193.0283291512506,188.0,166.0,755.0,1506,2841.607935440484,1434.0,4282.0,155.0,442.0,1,0,-1
137,image073,1219_HS_020,8,8,203.86688101035043,192.0,166.0,1707.0,1174,2119.9669026332494,1040.5,3165.0,139.0,448.0,1,0,-1
138,image201,1219_HS_012,8,8,190.66023555987036,186.0,163.0,1509.944500000216,1329,2400.1575484714253,1172.5,3945.5,140.0,522.0,1,0,-1
139,image209,1219_HS_015,9,9,191.00789658757338,184.0,163.0,1204.0,1777,3370.701079622132,1706.0,4850.0,145.0,505.0,1,0,-1
140,image027,1219_HS_004,8,8,199.1123111373991,196.0,167.0,778.0,1015,1834.9577639751553,899.0,2889.0,142.0,437.0,1,0,-1
141,image042,1219_HS_003,6,6,193.1080080991622,187.0,165.0,1159.944500000216,1071,1931.6729177483767,1005.5,2781.0,151.0,416.0,1,0,-1
142,image083,1219_HS_014,7,7,188.36026866935237,184.0,162.0,914.0,585,1121.1764218932606,509.5,1892.0,152.0,450.0,1,0,-1
143,image238,1219_HS_013,9,9,192.09252714690862,186.0,164.0,1169.0,1889,3593.214611872146,1741.0,5259.0,125.0,472.0,1,0,-1
144,image101,1219_HS_021,6,6,200.63533560497186,190.0,164.0,1828.944500000216,1863,3289.3139880121366,1811.5,4865.0,149.0,458.0,1,0,-1
145,image005,1219_HS_002,5,10,210.2485865165576,199.0,169.0,1068.0,1083,1961.3756665050896,1020.0,3724.0,147.0,411.0,1,0,-1
146,image185,1219_HS_005,7,7,191.91700198179123,185.0,164.0,1777.0,1632,3079.3614349775785,1530.0,4660.0,154.0,403.0,1,0,-1
147,image159,1219_HS_006,6,6,193.24382887987707,187.0,164.0,1082.0,834,1824.8438077634012,739.0,3707.0,131.0,422.0,1,0,-1
148,image120,1219_HS_001,6,6,200.24182678342098,188.0,163.0,1602.944500000216,731,1755.532644109027,630.5,3518.0,136.0,470.0,1,0,-1
149,image066,1219_HS_008,11,11,198.40877310497186,192.0,167.0,1608.944500000216,1179,2167.5739223370147,1086.0,3335.0,153.0,412.0,1,0,-1
150,image192,1219_HS_019,9,9,195.03269238854574,188.0,165.0,1243.0,1687,3195.9282945736436,1566.0,4664.0,144.0,440.0,1,0,-1
151,image129,1219_HS_010,11,11,192.2368727831458,185.0,163.0,1361.944500000216,1640,3094.077979132345,1557.0,5304.0,151.0,419.0,1,0,-1
152,image108,1219_HS_017,6,6,193.36105269042014,184.0,163.0,1888.944500000216,2054,3931.430527383367,1888.0,6570.0,156.0,417.0,1,0,-1
153,image242,1219_HS_009,12,12,193.85208518071184,186.0,164.0,1044.8890000004321,1166,2143.0987460815045,1061.0,3864.0,140.0,441.0,1,0,-1
154,image118,1219_HS_007,6,6,193.54693854345035,186.0,164.0,1259.944500000216,1296,2326.899134574861,1214.0,3422.5,144.0,453.0,1,0,-1
155,image252,1219_HS_016,8,8,193.83640332604574,185.0,163.0,1946.0,1194,1976.1020147862546,1110.25,3260.5,157.0,415.0,1,0,-1
156,image263,1219_HS_011,6,6,188.60554997095156,184.0,162.0,762.9445000002161,1371,2558.5812720848057,1336.0,3779.0,151.0,407.0,1,0,-1
157,image022,1219_HS_018,6,6,191.58170230514617,184.0,163.0,1995.8335000006482,1393,2479.545889920587,1307.5,4697.0,153.0,448.0,1,0,-1
158,image206,1218_nHS_016,6,6,196.47307119350845,189.0,165.0,684.9445000002161,1367,2549.0457711442787,1223.0,3557.0,142.0,551.0,1,0,-1
159,image187,1218_nHS_011,6,6,209.57620961885397,193.0,167.0,1738.944500000216,1177,2139.872416605936,1103.3333333333333,3101.0,120.0,555.0,1,0,-1
160,image156,1218_nHS_018,6,6,199.19058257399706,189.0,164.0,799.0,1782,3381.9566532258063,1782.0,4800.0,144.0,567.0,1,0,-1
161,image126,1218_nHS_009,8,8,195.13997141022506,187.0,164.0,721.0,936,1685.1702011963023,870.0,2608.0,146.0,510.3888999996707,1,0,-1
162,image041,1218_nHS_007,5,10,192.05696837542808,187.0,164.0,519.0,1366,2554.2483940042825,1363.0,3648.0,140.0,481.0,1,0,-1
163,image080,1218_nHS_019,6,6,193.08561213842344,187.0,163.0,771.0,1461,2743.757864632984,1452.0,4065.0,147.0,505.0,1,0,-1
164,image113,1218_nHS_010,8,8,193.76099588353108,186.0,164.0,618.0,1344,2508.1576994434135,1302.0,4031.0,143.0,542.0,1,0,-1
165,image162,1218_nHS_017,5,10,197.62198622492662,188.0,164.0,718.0,1345,2500.8716417910446,1345.0,3641.0,133.61110000000002,520.0,1,0,-1
166,image138,1218_nHS_006,13,13,193.50900620910286,187.0,163.0,640.0,1035,1886.4046479835954,1024.0,2864.0,136.0,531.0,1,0,-1
167,image003,1218_nHS_001,4,10,196.9410137616958,190.0,166.0,795.9445000002161,963,1642.6392353929903,907.0,2352.0,139.0,498.0,1,0,-1
168,image234,1218_nHS_008,5,10,209.29485427050207,193.0,166.0,789.0,2302,4400.886124401914,2302.0,6406.0,133.0,529.0,1,0,-1
169,image207,1218_nHS_002,4,10,197.0452090149523,190.0,166.0,717.0,1050,2147.331013916501,1050.0,3199.0,138.0,491.0,1,0,-1
170,image092,1218_nHS_005,7,7,198.45488056697957,191.0,164.0,626.0,861,1528.8145833333333,810.0,2565.0,139.0,583.3888999996707,1,0,-1
171,image172,1218_nHS_014,5,10,193.41680872370353,186.0,163.0,608.0,1219,2252.022033898305,1112.0,3723.0,142.0,456.0,1,0,-1
172,image097,1218_nHS_013,7,7,194.99486540255015,187.0,164.0,626.0,2224,4264.083497053045,2224.0,6036.0,146.0,492.0,1,0,-1
173,image123,1218_nHS_021,8,8,200.75082104826626,191.0,166.0,762.0,932,1564.6846558681748,879.5,2251.5,154.0,518.0,1,0,-1
174,image002,1218_nHS_004,8,8,196.25235970752814,188.0,165.0,562.0,1843,3511.2570239334027,1826.0,4891.0,136.0,536.0,1,0,-1
175,image017,1218_nHS_003,4,10,197.86757162732388,190.0,167.0,725.0,1479,2767.3443935926775,1479.0,3828.0,159.0,417.0,1,0,-1
176,image124,1218_nHS_020,6,6,198.8201271251223,189.0,164.0,775.0,2387,4582.711447492905,2387.0,6495.0,142.0,570.0,1,0,-1
177,image078,1218_nHS_012,17,10,189.86521335310664,187.0,164.0,589.0,435,681.0289541567436,382.5,1142.0,136.0,465.0,1,0,-1
178,image116,1218_nHS_015,7,7,198.65185116881727,188.0,163.0,662.0,1235,2277.2907849829353,1181.0,3376.0,134.0,557.0,1,0,-1
179,image137,1116_HS_005,10,10,200.84788390754954,191.0,167.0,2015.944500000216,1030,1902.2039571005917,936.0,3983.0,138.0,471.3888999996707,1,0,-1
180,image150,1116_HS_002,8,8,198.94647228741132,192.0,169.0,1243.944500000216,1549,2905.324468085106,1456.0,4287.0,144.0,578.0,1,0,-1
181,image091,1116_HS_021,13,13,195.68276434075344,188.0,165.0,2207.944500000216,1306,2428.134706439394,1196.0,4676.0,147.0,438.0,1,0,-1
